Project Title : 1000_900_600 
Material : HSLA steel 
Informations :  
Date : 26/02/2025 
Type test : Tension / Compression 
Control Mod : Manual 
Section : Rectangular 
Width(mm) : 2.700000 
Total Length(mm) : 18.150000 
Gauge Length(mm) : 6.300000 
Thickness(mm) : 0.730000 
====================================================================================================
Time (s) 	Speed (µm/s) 	Traverse Speed (µm/s) 	Displacement (µm) 	Force (N) 	Real Speed (µm/s) 	Cal. Force (V) 	Stress (Mpa) 	Elongation (%) 	Speed Controller Input Voltage (V) 	
112.700000 	5.000000 	5.000000 	116.420000 	1445.445952 	4.975683 	3.640772 	733.356647 	1.847937 	1.377600 	
112.800000 	5.000000 	5.000000 	116.620000 	1446.097371 	4.976354 	3.641314 	733.687149 	1.851111 	1.377600 	
112.900000 	5.000000 	5.000000 	116.800000 	1446.432950 	4.973819 	3.641594 	733.857408 	1.853968 	1.377600 	
113.000000 	5.000000 	5.000000 	117.000000 	1446.896840 	4.972701 	3.641980 	734.092765 	1.857143 	1.377600 	
113.100000 	5.000000 	5.000000 	117.200000 	1447.548259 	4.972850 	3.642522 	734.423267 	1.860317 	1.377600 	
113.200000 	5.000000 	5.000000 	117.380000 	1448.140458 	4.968451 	3.643015 	734.723723 	1.863175 	1.377600 	
113.300000 	5.000000 	5.000000 	117.580000 	1448.890577 	4.974416 	3.643640 	735.104301 	1.866349 	1.377600 	
113.400000 	5.000000 	5.000000 	117.780000 	1449.838095 	4.971135 	3.644428 	735.585031 	1.869524 	1.377600 	
113.500000 	5.000000 	5.000000 	117.960000 	1450.469774 	4.974639 	3.644954 	735.905517 	1.872381 	1.377600 	
113.600000 	5.000000 	5.000000 	118.140000 	1451.150803 	4.975161 	3.645521 	736.251042 	1.875238 	1.377600 	
113.700000 	5.000000 	5.000000 	118.340000 	1451.486383 	4.976802 	3.645801 	736.421300 	1.878413 	1.377600 	
113.800000 	5.000000 	5.000000 	118.560000 	1451.979882 	4.979411 	3.646211 	736.671680 	1.881905 	1.377600 	
113.900000 	5.000000 	5.000000 	118.740000 	1452.414162 	4.978516 	3.646573 	736.892015 	1.884762 	1.377600 	
114.000000 	5.000000 	5.000000 	118.960000 	1452.976751 	4.978293 	3.647041 	737.177448 	1.888254 	1.377600 	
114.100000 	5.000000 	5.000000 	119.140000 	1453.499860 	4.969942 	3.647477 	737.442851 	1.891111 	1.377600 	
114.200000 	5.000000 	5.000000 	119.320000 	1453.805830 	4.968750 	3.647732 	737.598087 	1.893968 	1.377600 	
114.300000 	5.000000 	5.000000 	119.520000 	1454.269719 	4.966438 	3.648118 	737.833444 	1.897143 	1.377600 	
114.400000 	5.000000 	5.000000 	119.680000 	1454.368419 	4.966587 	3.648200 	737.883520 	1.899683 	1.377600 	
114.500000 	5.000000 	5.000000 	119.860000 	1455.009968 	4.973670 	3.648734 	738.209015 	1.902540 	1.377600 	
114.600000 	5.000000 	5.000000 	120.040000 	1455.621907 	4.973745 	3.649243 	738.519486 	1.905397 	1.377600 	
114.700000 	5.000000 	5.000000 	120.220000 	1455.908136 	4.974416 	3.649482 	738.664706 	1.908254 	1.377600 	
114.800000 	5.000000 	5.000000 	120.400000 	1456.539815 	4.970390 	3.650008 	738.985193 	1.911111 	1.377600 	
114.900000 	5.000000 	5.000000 	120.560000 	1456.914875 	4.969122 	3.650320 	739.175482 	1.913651 	1.377600 	
115.000000 	5.000000 	5.000000 	120.740000 	1457.467594 	4.968377 	3.650780 	739.455908 	1.916508 	1.377600 	
115.100000 	5.000000 	5.000000 	120.920000 	1458.286803 	4.969197 	3.651462 	739.871539 	1.919365 	1.377600 	
115.200000 	5.000000 	5.000000 	121.100000 	1458.957962 	4.975460 	3.652021 	740.212056 	1.922222 	1.377600 	
115.300000 	5.000000 	5.000000 	121.280000 	1459.589641 	4.971061 	3.652546 	740.532542 	1.925079 	1.377600 	
115.400000 	5.000000 	5.000000 	121.480000 	1460.260800 	4.973819 	3.653105 	740.873059 	1.928254 	1.377600 	
115.500000 	5.000000 	5.000000 	121.640000 	1460.754299 	4.974938 	3.653516 	741.123439 	1.930794 	1.377600 	
115.600000 	5.000000 	5.000000 	121.820000 	1461.089879 	4.975385 	3.653795 	741.293698 	1.933651 	1.377600 	
115.700000 	5.000000 	5.000000 	122.000000 	1461.603118 	4.979411 	3.654223 	741.554093 	1.936508 	1.377600 	
115.800000 	5.000000 	5.000000 	122.180000 	1462.067007 	4.979635 	3.654609 	741.789451 	1.939365 	1.377600 	
115.900000 	5.000000 	5.000000 	122.380000 	1462.343367 	4.982319 	3.654839 	741.929664 	1.942540 	1.377600 	
116.000000 	5.000000 	5.000000 	122.560000 	1463.044136 	4.980678 	3.655422 	742.285203 	1.945397 	1.377600 	
116.100000 	5.000000 	5.000000 	122.760000 	1463.675815 	4.984108 	3.655948 	742.605690 	1.948571 	1.377600 	
116.200000 	5.000000 	5.000000 	122.940000 	1464.149574 	4.983064 	3.656342 	742.846055 	1.951429 	1.377600 	
116.300000 	5.000000 	5.000000 	123.120000 	1465.028003 	4.981126 	3.657074 	743.291732 	1.954286 	1.377600 	
116.400000 	5.000000 	5.000000 	123.300000 	1465.649812 	4.980529 	3.657591 	743.607210 	1.957143 	1.377600 	
116.500000 	5.000000 	5.000000 	123.480000 	1465.936041 	4.976205 	3.657830 	743.752431 	1.960000 	1.377600 	
116.600000 	5.000000 	5.000000 	123.640000 	1466.320971 	4.971881 	3.658150 	743.947727 	1.962540 	1.377600 	
116.700000 	5.000000 	5.000000 	123.820000 	1466.725640 	4.972477 	3.658487 	744.153039 	1.965397 	1.377600 	
116.800000 	5.000000 	5.000000 	124.000000 	1466.715770 	4.969197 	3.658479 	744.148032 	1.968254 	1.377600 	
116.900000 	5.000000 	5.000000 	124.180000 	1467.268489 	4.970912 	3.658939 	744.428457 	1.971111 	1.377600 	
117.000000 	5.000000 	5.000000 	124.380000 	1467.584329 	4.973745 	3.659202 	744.588701 	1.974286 	1.377600 	
117.100000 	5.000000 	5.000000 	124.560000 	1467.850819 	4.974267 	3.659424 	744.723906 	1.977143 	1.377600 	
117.200000 	5.000000 	5.000000 	124.740000 	1468.719377 	4.977994 	3.660147 	745.164575 	1.980000 	1.377600 	
117.300000 	5.000000 	5.000000 	124.940000 	1469.203007 	4.976354 	3.660549 	745.409947 	1.983175 	1.377600 	
117.400000 	5.000000 	5.000000 	125.120000 	1469.765596 	4.974043 	3.661018 	745.695381 	1.986032 	1.377600 	
117.500000 	5.000000 	5.000000 	125.320000 	1470.170265 	4.972925 	3.661355 	745.900693 	1.989206 	1.377600 	
117.600000 	5.000000 	5.000000 	125.500000 	1470.495975 	4.970912 	3.661626 	746.065943 	1.992063 	1.377600 	
117.700000 	5.000000 	5.000000 	125.700000 	1471.226353 	4.970315 	3.662234 	746.436506 	1.995238 	1.377600 	
117.800000 	5.000000 	5.000000 	125.880000 	1471.808683 	4.976503 	3.662719 	746.731955 	1.998095 	1.377600 	
117.900000 	5.000000 	5.000000 	126.060000 	1472.371272 	4.977696 	3.663187 	747.017388 	2.000952 	1.377600 	
118.000000 	5.000000 	5.000000 	126.260000 	1473.012821 	4.978069 	3.663721 	747.342882 	2.004127 	1.377600 	
118.100000 	5.000000 	5.000000 	126.440000 	1473.131261 	4.978665 	3.663820 	747.402973 	2.006984 	1.377600 	
118.200000 	5.000000 	5.000000 	126.640000 	1473.644500 	4.973670 	3.664247 	747.663369 	2.010159 	1.377600 	
118.300000 	5.000000 	5.000000 	126.820000 	1473.999819 	4.973148 	3.664543 	747.843642 	2.013016 	1.377600 	
118.400000 	5.000000 	5.000000 	127.020000 	1474.325529 	4.973521 	3.664814 	748.008893 	2.016190 	1.377600 	
118.500000 	5.000000 	5.000000 	127.200000 	1474.937468 	4.974938 	3.665323 	748.319365 	2.019048 	1.377600 	
118.600000 	5.000000 	5.000000 	127.400000 	1475.509927 	4.975683 	3.665800 	748.609806 	2.022222 	1.377600 	
118.700000 	5.000000 	5.000000 	127.600000 	1476.408096 	4.972925 	3.666547 	749.065498 	2.025397 	1.377600 	
118.800000 	5.000000 	5.000000 	127.780000 	1476.901595 	4.974192 	3.666958 	749.315878 	2.028254 	1.377600 	
118.900000 	5.000000 	5.000000 	127.960000 	1477.454314 	4.973297 	3.667418 	749.596303 	2.031111 	1.377600 	
119.000000 	5.000000 	5.000000 	128.140000 	1477.858983 	4.974789 	3.667755 	749.801615 	2.033968 	1.377600 	
119.100000 	5.000000 	5.000000 	128.340000 	1478.155083 	4.973968 	3.668002 	749.951843 	2.037143 	1.377600 	
119.200000 	5.000000 	5.000000 	128.520000 	1478.678192 	4.978665 	3.668437 	750.217246 	2.040000 	1.377600 	
119.300000 	5.000000 	5.000000 	128.720000 	1479.033512 	4.972999 	3.668733 	750.397520 	2.043175 	1.377600 	
119.400000 	5.000000 	5.000000 	128.920000 	1479.645451 	4.974341 	3.669242 	750.707991 	2.046349 	1.377600 	
119.500000 	5.000000 	5.000000 	129.120000 	1480.208040 	4.978591 	3.669711 	750.993425 	2.049524 	1.377600 	
119.600000 	5.000000 	5.000000 	129.300000 	1480.829849 	4.971732 	3.670228 	751.308904 	2.052381 	1.377600 	
119.700000 	5.000000 	5.000000 	129.500000 	1481.471398 	4.979635 	3.670763 	751.634398 	2.055556 	1.377600 	
119.800000 	5.000000 	5.000000 	129.680000 	1482.014247 	4.977473 	3.671214 	751.909816 	2.058413 	1.377600 	
119.900000 	5.000000 	5.000000 	129.880000 	1482.290607 	4.981200 	3.671445 	752.050029 	2.061587 	1.377600 	
120.000000 	5.000000 	5.000000 	130.060000 	1482.418916 	4.986419 	3.671551 	752.115128 	2.064444 	1.377600 	
120.100000 	5.000000 	5.000000 	130.240000 	1482.981506 	4.987239 	3.672020 	752.400561 	2.067302 	1.377600 	
120.200000 	5.000000 	5.000000 	130.440000 	1483.297345 	4.984555 	3.672283 	752.560804 	2.070476 	1.377600 	
120.300000 	5.000000 	5.000000 	130.640000 	1483.830324 	4.977398 	3.672726 	752.831215 	2.073651 	1.377600 	
120.400000 	5.000000 	5.000000 	130.840000 	1484.570573 	4.978218 	3.673343 	753.206785 	2.076825 	1.377600 	
120.500000 	5.000000 	5.000000 	131.000000 	1484.787713 	4.971434 	3.673523 	753.316952 	2.079365 	1.377600 	
120.600000 	5.000000 	5.000000 	131.200000 	1485.083812 	4.973447 	3.673770 	753.467180 	2.082540 	1.377600 	
120.700000 	5.000000 	5.000000 	131.400000 	1485.577312 	4.974043 	3.674181 	753.717560 	2.085714 	1.377600 	
120.800000 	5.000000 	5.000000 	131.580000 	1485.981981 	4.973148 	3.674518 	753.922872 	2.088571 	1.377600 	
120.900000 	5.000000 	5.000000 	131.760000 	1486.366910 	4.976578 	3.674838 	754.118169 	2.091429 	1.377600 	
121.000000 	5.000000 	5.000000 	131.960000 	1487.166379 	4.979113 	3.675504 	754.523784 	2.094603 	1.377600 	
121.100000 	5.000000 	5.000000 	132.140000 	1487.650008 	4.983735 	3.675906 	754.769157 	2.097460 	1.377600 	
121.200000 	5.000000 	5.000000 	132.340000 	1488.025068 	4.982915 	3.676218 	754.959446 	2.100635 	1.377600 	
121.300000 	5.000000 	5.000000 	132.520000 	1488.508697 	4.984257 	3.676621 	755.204818 	2.103492 	1.377600 	
121.400000 	5.000000 	5.000000 	132.720000 	1488.765317 	4.980604 	3.676835 	755.335016 	2.106667 	1.377600 	
121.500000 	5.000000 	5.000000 	132.920000 	1489.140376 	4.981573 	3.677147 	755.525305 	2.109841 	1.377600 	
121.600000 	5.000000 	5.000000 	133.100000 	1489.594395 	4.978516 	3.677525 	755.755655 	2.112698 	1.377600 	
121.700000 	5.000000 	5.000000 	133.300000 	1490.147115 	4.977920 	3.677985 	756.036080 	2.115873 	1.377600 	
121.800000 	5.000000 	5.000000 	133.480000 	1490.739314 	4.981946 	3.678478 	756.336537 	2.118730 	1.377600 	
121.900000 	5.000000 	5.000000 	133.660000 	1491.104503 	4.974938 	3.678782 	756.521818 	2.121587 	1.377600 	
122.000000 	5.000000 	5.000000 	133.840000 	1491.311773 	4.979560 	3.678954 	756.626978 	2.124444 	1.377600 	
122.100000 	5.000000 	5.000000 	134.020000 	1491.676962 	4.978144 	3.679258 	756.812259 	2.127302 	1.377600 	
122.200000 	5.000000 	5.000000 	134.200000 	1491.834882 	4.978144 	3.679390 	756.892381 	2.130159 	1.377600 	
122.300000 	5.000000 	5.000000 	134.380000 	1491.992802 	4.978218 	3.679521 	756.972502 	2.133016 	1.377600 	
122.400000 	5.000000 	5.000000 	134.580000 	1492.703441 	4.977249 	3.680113 	757.333050 	2.136190 	1.377600 	
122.500000 	5.000000 	5.000000 	134.780000 	1492.821880 	4.975758 	3.680212 	757.393141 	2.139365 	1.377600 	
122.600000 	5.000000 	5.000000 	134.980000 	1493.147590 	4.974938 	3.680483 	757.558392 	2.142540 	1.377600 	
122.700000 	5.000000 	5.000000 	135.180000 	1493.710179 	4.980007 	3.680951 	757.843825 	2.145714 	1.377600 	
122.800000 	5.000000 	5.000000 	135.380000 	1494.164198 	4.975012 	3.681329 	758.074175 	2.148889 	1.377600 	
122.900000 	5.000000 	5.000000 	135.580000 	1494.825487 	4.980753 	3.681880 	758.409684 	2.152063 	1.377600 	
123.000000 	5.000000 	5.000000 	135.780000 	1495.397946 	4.981424 	3.682356 	758.700125 	2.155238 	1.377600 	
123.100000 	5.000000 	5.000000 	135.960000 	1496.108585 	4.979411 	3.682948 	759.060672 	2.158095 	1.377600 	
123.200000 	5.000000 	5.000000 	136.160000 	1496.394815 	4.983288 	3.683186 	759.205893 	2.161270 	1.377600 	
123.300000 	5.000000 	5.000000 	136.360000 	1496.927794 	4.982169 	3.683630 	759.476303 	2.164444 	1.377600 	
123.400000 	5.000000 	5.000000 	136.560000 	1497.283114 	4.979411 	3.683926 	759.656577 	2.167619 	1.377600 	
123.500000 	5.000000 	5.000000 	136.740000 	1497.519993 	4.976876 	3.684123 	759.776760 	2.170476 	1.377600 	
123.600000 	5.000000 	5.000000 	136.940000 	1497.766743 	4.982319 	3.684328 	759.901950 	2.173651 	1.377600 	
123.700000 	5.000000 	5.000000 	137.140000 	1498.131932 	4.980604 	3.684632 	760.087231 	2.176825 	1.377600 	
123.800000 	5.000000 	5.000000 	137.340000 	1498.724131 	4.983213 	3.685125 	760.387687 	2.180000 	1.377600 	
123.900000 	5.000000 	5.000000 	137.540000 	1499.247241 	4.982468 	3.685561 	760.653090 	2.183175 	1.377600 	
124.000000 	5.000000 	5.000000 	137.720000 	1499.523600 	4.975310 	3.685791 	760.793303 	2.186032 	1.377600 	
124.100000 	5.000000 	5.000000 	137.920000 	1499.592690 	4.975385 	3.685848 	760.828356 	2.189206 	1.377600 	
124.200000 	5.000000 	5.000000 	138.100000 	1499.908529 	4.975758 	3.686111 	760.988599 	2.192063 	1.377600 	
124.300000 	5.000000 	5.000000 	138.300000 	1500.115799 	4.976354 	3.686284 	761.093759 	2.195238 	1.377600 	
124.400000 	5.000000 	5.000000 	138.480000 	1500.806698 	4.976578 	3.686859 	761.444291 	2.198095 	1.377600 	
124.500000 	5.000000 	5.000000 	138.700000 	1501.270587 	4.972403 	3.687245 	761.679649 	2.201587 	1.377600 	
124.600000 	5.000000 	5.000000 	138.880000 	1501.546947 	4.973670 	3.687475 	761.819861 	2.204444 	1.377600 	
124.700000 	5.000000 	5.000000 	139.080000 	1502.040446 	4.977845 	3.687886 	762.070242 	2.207619 	1.377600 	
124.800000 	5.000000 	5.000000 	139.280000 	1502.336546 	4.972626 	3.688132 	762.220470 	2.210794 	1.377600 	
124.900000 	5.000000 	5.000000 	139.460000 	1502.830045 	4.978442 	3.688543 	762.470850 	2.213651 	1.377600 	
125.000000 	5.000000 	5.000000 	139.640000 	1503.382764 	4.972179 	3.689003 	762.751276 	2.216508 	1.377600 	
125.100000 	5.000000 	5.000000 	139.840000 	1503.787433 	4.968228 	3.689340 	762.956587 	2.219683 	1.377600 	
125.200000 	5.000000 	5.000000 	140.020000 	1504.310543 	4.971284 	3.689776 	763.221990 	2.222540 	1.377600 	
125.300000 	5.000000 	5.000000 	140.220000 	1504.774432 	4.969793 	3.690162 	763.457347 	2.225714 	1.377600 	
125.400000 	5.000000 	5.000000 	140.400000 	1505.040921 	4.974490 	3.690384 	763.592553 	2.228571 	1.377600 	
125.500000 	5.000000 	5.000000 	140.600000 	1505.435721 	4.973074 	3.690712 	763.792857 	2.231746 	1.377600 	
125.600000 	5.000000 	5.000000 	140.800000 	1506.008180 	4.978740 	3.691189 	764.083298 	2.234921 	1.377600 	
125.700000 	5.000000 	5.000000 	140.980000 	1506.610249 	4.976652 	3.691690 	764.388762 	2.237778 	1.377600 	
125.800000 	5.000000 	5.000000 	141.200000 	1506.797779 	4.972999 	3.691846 	764.483906 	2.241270 	1.377600 	
125.900000 	5.000000 	5.000000 	141.380000 	1506.955698 	4.977920 	3.691978 	764.564028 	2.244127 	1.377600 	
126.000000 	5.000000 	5.000000 	141.580000 	1506.866869 	4.974267 	3.691904 	764.518959 	2.247302 	1.377600 	
126.100000 	5.000000 	5.000000 	141.780000 	1506.906349 	4.979933 	3.691937 	764.538990 	2.250476 	1.377600 	
126.200000 	5.000000 	5.000000 	141.980000 	1507.656467 	4.981275 	3.692561 	764.919567 	2.253651 	1.377600 	
126.300000 	5.000000 	5.000000 	142.160000 	1508.011787 	4.983661 	3.692857 	765.099841 	2.256508 	1.377600 	
126.400000 	5.000000 	5.000000 	142.380000 	1508.880345 	4.980902 	3.693580 	765.540510 	2.260000 	1.377600 	
126.500000 	5.000000 	5.000000 	142.560000 	1509.097485 	4.976802 	3.693761 	765.650677 	2.262857 	1.377600 	
126.600000 	5.000000 	5.000000 	142.760000 	1508.988915 	4.978740 	3.693670 	765.595594 	2.266032 	1.377600 	
126.700000 	5.000000 	5.000000 	142.960000 	1509.640334 	4.975087 	3.694213 	765.926096 	2.269206 	1.377600 	
126.800000 	5.000000 	5.000000 	143.160000 	1509.778514 	4.980753 	3.694328 	765.996202 	2.272381 	1.377600 	
126.900000 	5.000000 	5.000000 	143.360000 	1510.173313 	4.979262 	3.694656 	766.196506 	2.275556 	1.377600 	
127.000000 	5.000000 	5.000000 	143.540000 	1510.765512 	4.980678 	3.695149 	766.496962 	2.278413 	1.377600 	
127.100000 	5.000000 	5.000000 	143.740000 	1510.814862 	4.978889 	3.695190 	766.522000 	2.281587 	1.377600 	
127.200000 	5.000000 	5.000000 	143.920000 	1511.051742 	4.976354 	3.695388 	766.642183 	2.284444 	1.377600 	
127.300000 	5.000000 	5.000000 	144.100000 	1511.209662 	4.976056 	3.695519 	766.722304 	2.287302 	1.377600 	
127.400000 	5.000000 	5.000000 	144.300000 	1511.456411 	4.976503 	3.695724 	766.847494 	2.290476 	1.377600 	
127.500000 	5.000000 	5.000000 	144.480000 	1511.831471 	4.977174 	3.696037 	767.037783 	2.293333 	1.377600 	
127.600000 	5.000000 	5.000000 	144.680000 	1512.117700 	4.972477 	3.696275 	767.183004 	2.296508 	1.377600 	
127.700000 	5.000000 	5.000000 	144.860000 	1512.907299 	4.977174 	3.696932 	767.583612 	2.299365 	1.377600 	
127.800000 	5.000000 	5.000000 	145.040000 	1513.094829 	4.973074 	3.697088 	767.678756 	2.302222 	1.377600 	
127.900000 	5.000000 	5.000000 	145.220000 	1513.302098 	4.979411 	3.697261 	767.783916 	2.305079 	1.377600 	
128.000000 	5.000000 	5.000000 	145.420000 	1513.637678 	4.981797 	3.697540 	767.954175 	2.308254 	1.377600 	
128.100000 	5.000000 	5.000000 	145.620000 	1513.835078 	4.977547 	3.697705 	768.054327 	2.311429 	1.377600 	
128.200000 	5.000000 	5.000000 	145.800000 	1514.387797 	4.982020 	3.698165 	768.334752 	2.314286 	1.377600 	
128.300000 	5.000000 	5.000000 	146.000000 	1514.792466 	4.977920 	3.698502 	768.540064 	2.317460 	1.377600 	
128.400000 	5.000000 	5.000000 	146.180000 	1514.970126 	4.984406 	3.698650 	768.630201 	2.320317 	1.377600 	
128.500000 	5.000000 	5.000000 	146.400000 	1515.246485 	4.981648 	3.698880 	768.770414 	2.323810 	1.377600 	
128.600000 	5.000000 	5.000000 	146.600000 	1515.661025 	4.980977 	3.699225 	768.980733 	2.326984 	1.377600 	
128.700000 	5.000000 	5.000000 	146.800000 	1516.055824 	4.982766 	3.699553 	769.181037 	2.330159 	1.377600 	
128.800000 	5.000000 	5.000000 	147.000000 	1516.756593 	4.976802 	3.700137 	769.536577 	2.333333 	1.377600 	
128.900000 	5.000000 	5.000000 	147.200000 	1517.358662 	4.981424 	3.700638 	769.842041 	2.336508 	1.377600 	
129.000000 	5.000000 	5.000000 	147.400000 	1517.437622 	4.976652 	3.700704 	769.882101 	2.339683 	1.377600 	
129.100000 	5.000000 	5.000000 	147.580000 	1517.881771 	4.973894 	3.701073 	770.107444 	2.342540 	1.377600 	
129.200000 	5.000000 	5.000000 	147.760000 	1518.237091 	4.975832 	3.701369 	770.287717 	2.345397 	1.377600 	
129.300000 	5.000000 	5.000000 	147.960000 	1518.256831 	4.971806 	3.701386 	770.297732 	2.348571 	1.377600 	
129.400000 	5.000000 	5.000000 	148.140000 	1518.957600 	4.976578 	3.701969 	770.653272 	2.351429 	1.377600 	
129.500000 	5.000000 	5.000000 	148.320000 	1519.490579 	4.979336 	3.702413 	770.923683 	2.354286 	1.377600 	
129.600000 	5.000000 	5.000000 	148.520000 	1519.786678 	4.979933 	3.702659 	771.073911 	2.357460 	1.377600 	
129.700000 	5.000000 	5.000000 	148.700000 	1520.132128 	4.986046 	3.702947 	771.249177 	2.360317 	1.377600 	
129.800000 	5.000000 	5.000000 	148.900000 	1520.487447 	4.985972 	3.703243 	771.429451 	2.363492 	1.377600 	
129.900000 	5.000000 	5.000000 	149.080000 	1520.813157 	4.986494 	3.703514 	771.594701 	2.366349 	1.377600 	
130.000000 	5.000000 	5.000000 	149.260000 	1521.050036 	4.986792 	3.703711 	771.714884 	2.369206 	1.377600 	
130.100000 	5.000000 	5.000000 	149.460000 	1521.513925 	4.986195 	3.704097 	771.950241 	2.372381 	1.377600 	
130.200000 	5.000000 	5.000000 	149.660000 	1521.523795 	4.982095 	3.704105 	771.955249 	2.375556 	1.377600 	
130.300000 	5.000000 	5.000000 	149.840000 	1521.681715 	4.977622 	3.704237 	772.035370 	2.378413 	1.377600 	
130.400000 	5.000000 	5.000000 	150.040000 	1522.086385 	4.976354 	3.704574 	772.240682 	2.381587 	1.377600 	
130.500000 	5.000000 	5.000000 	150.220000 	1522.283784 	4.970315 	3.704738 	772.340834 	2.384444 	1.377600 	
130.600000 	5.000000 	5.000000 	150.440000 	1522.866113 	4.972477 	3.705223 	772.636283 	2.387937 	1.377600 	
130.700000 	5.000000 	5.000000 	150.640000 	1523.181953 	4.974639 	3.705486 	772.796526 	2.391111 	1.377600 	
130.800000 	5.000000 	5.000000 	150.840000 	1523.320133 	4.979784 	3.705601 	772.866632 	2.394286 	1.377600 	
130.900000 	5.000000 	5.000000 	151.020000 	1523.774152 	4.982319 	3.705979 	773.096982 	2.397143 	1.377600 	
131.000000 	5.000000 	5.000000 	151.220000 	1523.991292 	4.982020 	3.706160 	773.207149 	2.400317 	1.377600 	
131.100000 	5.000000 	5.000000 	151.400000 	1524.514401 	4.981722 	3.706595 	773.472552 	2.403175 	1.377600 	
131.200000 	5.000000 	5.000000 	151.580000 	1524.652580 	4.980529 	3.706710 	773.542659 	2.406032 	1.377600 	
131.300000 	5.000000 	5.000000 	151.760000 	1524.958550 	4.985152 	3.706965 	773.697894 	2.408889 	1.377600 	
131.400000 	5.000000 	5.000000 	151.940000 	1524.948680 	4.983288 	3.706957 	773.692887 	2.411746 	1.377600 	
131.500000 	5.000000 	5.000000 	152.140000 	1525.106600 	4.985823 	3.707088 	773.773008 	2.414921 	1.377600 	
131.600000 	5.000000 	5.000000 	152.320000 	1525.580359 	4.977398 	3.707482 	774.013373 	2.417778 	1.377600 	
131.700000 	5.000000 	5.000000 	152.520000 	1525.718539 	4.973521 	3.707597 	774.083480 	2.420952 	1.377600 	
131.800000 	5.000000 	5.000000 	152.720000 	1526.152818 	4.972254 	3.707959 	774.303814 	2.424127 	1.377600 	
131.900000 	5.000000 	5.000000 	152.900000 	1526.310738 	4.969570 	3.708090 	774.383936 	2.426984 	1.377600 	
132.000000 	5.000000 	5.000000 	153.100000 	1526.823977 	4.975683 	3.708518 	774.644331 	2.430159 	1.377600 	
132.100000 	5.000000 	5.000000 	153.280000 	1527.120077 	4.976727 	3.708764 	774.794559 	2.433016 	1.377600 	
132.200000 	5.000000 	5.000000 	153.460000 	1527.347086 	4.977622 	3.708953 	774.909734 	2.435873 	1.377600 	
132.300000 	5.000000 	5.000000 	153.660000 	1528.028115 	4.977398 	3.709520 	775.255259 	2.439048 	1.377600 	
132.400000 	5.000000 	5.000000 	153.820000 	1528.294605 	4.977547 	3.709742 	775.390464 	2.441587 	1.377600 	
132.500000 	5.000000 	5.000000 	154.000000 	1528.797974 	4.981200 	3.710161 	775.645852 	2.444444 	1.377600 	
132.600000 	5.000000 	5.000000 	154.160000 	1529.321083 	4.980828 	3.710596 	775.911255 	2.446984 	1.377600 	
132.700000 	5.000000 	5.000000 	154.340000 	1529.311213 	4.980231 	3.710588 	775.906247 	2.449841 	1.377600 	
132.800000 	5.000000 	5.000000 	154.520000 	1529.488873 	4.978665 	3.710736 	775.996384 	2.452698 	1.377600 	
132.900000 	5.000000 	5.000000 	154.680000 	1529.538223 	4.974863 	3.710777 	776.021422 	2.455238 	1.377600 	
133.000000 	5.000000 	5.000000 	154.880000 	1530.031722 	4.976205 	3.711188 	776.271802 	2.458413 	1.377600 	
133.100000 	5.000000 	5.000000 	155.060000 	1530.248862 	4.973819 	3.711369 	776.381969 	2.461270 	1.377600 	
133.200000 	5.000000 	5.000000 	155.240000 	1530.436391 	4.974565 	3.711525 	776.477114 	2.464127 	1.377600 	
133.300000 	5.000000 	5.000000 	155.440000 	1530.594311 	4.971434 	3.711656 	776.557235 	2.467302 	1.377600 	
133.400000 	5.000000 	5.000000 	155.620000 	1530.791711 	4.974789 	3.711821 	776.657387 	2.470159 	1.377600 	
133.500000 	5.000000 	5.000000 	155.820000 	1531.127290 	4.974490 	3.712100 	776.827646 	2.473333 	1.377600 	
133.600000 	5.000000 	5.000000 	156.020000 	1531.462870 	4.975832 	3.712379 	776.997904 	2.476508 	1.377600 	
133.700000 	5.000000 	5.000000 	156.200000 	1532.114289 	4.978293 	3.712922 	777.328406 	2.479365 	1.377600 	
133.800000 	5.000000 	5.000000 	156.400000 	1532.370908 	4.975087 	3.713135 	777.458604 	2.482540 	1.377600 	
133.900000 	5.000000 	5.000000 	156.600000 	1532.913757 	4.979187 	3.713587 	777.734022 	2.485714 	1.377600 	
134.000000 	5.000000 	5.000000 	156.780000 	1533.426996 	4.975460 	3.714015 	777.994417 	2.488571 	1.377600 	
134.100000 	5.000000 	5.000000 	156.980000 	1533.890886 	4.976652 	3.714401 	778.229775 	2.491746 	1.377600 	
134.200000 	5.000000 	5.000000 	157.180000 	1534.305425 	4.976280 	3.714746 	778.440094 	2.494921 	1.377600 	
134.300000 	5.000000 	5.000000 	157.360000 	1534.473215 	4.976280 	3.714886 	778.525223 	2.497778 	1.377600 	
134.400000 	5.000000 	5.000000 	157.560000 	1534.492955 	4.976652 	3.714902 	778.535238 	2.500952 	1.377600 	
134.500000 	5.000000 	5.000000 	157.740000 	1534.433735 	4.975981 	3.714853 	778.505193 	2.503810 	1.377600 	
134.600000 	5.000000 	5.000000 	157.920000 	1534.631134 	4.979038 	3.715017 	778.605345 	2.506667 	1.377600 	
134.700000 	5.000000 	5.000000 	158.100000 	1534.779184 	4.976652 	3.715140 	778.680459 	2.509524 	1.377600 	
