Project Title : 1000_900_600 
Material : HSLA steel 
Informations :  
Date : 26/02/2025 
Type test : Tension / Compression 
Control Mod : Manual 
Section : Rectangular 
Width(mm) : 2.700000 
Total Length(mm) : 18.150000 
Gauge Length(mm) : 6.300000 
Thickness(mm) : 0.730000 
====================================================================================================
Time (s) 	Speed (µm/s) 	Traverse Speed (µm/s) 	Displacement (µm) 	Force (N) 	Real Speed (µm/s) 	Cal. Force (V) 	Stress (Mpa) 	Elongation (%) 	Speed Controller Input Voltage (V) 	
55.200000 	5.000000 	5.000000 	18.660000 	469.283973 	4.983511 	2.828137 	238.094355 	0.296190 	1.377600 	
55.300000 	5.000000 	5.000000 	18.800000 	473.222102 	4.982095 	2.831415 	240.092391 	0.298413 	1.377600 	
55.400000 	5.000000 	5.000000 	18.940000 	477.249062 	4.979262 	2.834768 	242.135495 	0.300635 	1.377600 	
55.500000 	5.000000 	5.000000 	19.080000 	481.562251 	4.983661 	2.838358 	244.323821 	0.302857 	1.377600 	
55.600000 	5.000000 	5.000000 	19.220000 	485.865570 	4.985450 	2.841941 	246.507138 	0.305079 	1.377600 	
55.700000 	5.000000 	5.000000 	19.360000 	489.477989 	4.983437 	2.844948 	248.339923 	0.307302 	1.377600 	
55.800000 	5.000000 	5.000000 	19.480000 	493.396378 	4.982244 	2.848210 	250.327944 	0.309206 	1.377600 	
55.900000 	5.000000 	5.000000 	19.620000 	497.225938 	4.977249 	2.851398 	252.270897 	0.311429 	1.377600 	
56.000000 	5.000000 	5.000000 	19.740000 	501.075237 	4.973670 	2.854602 	254.223864 	0.313333 	1.377600 	
56.100000 	5.000000 	5.000000 	19.880000 	505.427906 	4.974118 	2.858226 	256.432220 	0.315556 	1.377600 	
56.200000 	5.000000 	5.000000 	20.020000 	509.336425 	4.977473 	2.861480 	258.415233 	0.317778 	1.377600 	
56.300000 	5.000000 	5.000000 	20.160000 	513.531174 	4.979262 	2.864972 	260.543467 	0.320000 	1.377600 	
56.400000 	5.000000 	5.000000 	20.280000 	517.568003 	4.980007 	2.868332 	262.591579 	0.321905 	1.377600 	
56.500000 	5.000000 	5.000000 	20.400000 	521.308732 	4.979560 	2.871446 	264.489463 	0.323810 	1.377600 	
56.600000 	5.000000 	5.000000 	20.540000 	525.513351 	4.973894 	2.874947 	266.622705 	0.326032 	1.377600 	
56.700000 	5.000000 	5.000000 	20.680000 	529.372520 	4.974639 	2.878159 	268.580680 	0.328254 	1.377600 	
56.800000 	5.000000 	5.000000 	20.800000 	533.123119 	4.973521 	2.881282 	270.483571 	0.330159 	1.377600 	
56.900000 	5.000000 	5.000000 	20.940000 	536.873718 	4.972179 	2.884404 	272.386463 	0.332381 	1.377600 	
57.000000 	5.000000 	5.000000 	21.060000 	540.456527 	4.974192 	2.887387 	274.204225 	0.334286 	1.377600 	
57.100000 	5.000000 	5.000000 	21.200000 	544.098556 	4.971806 	2.890418 	276.052033 	0.336508 	1.377600 	
57.200000 	5.000000 	5.000000 	21.340000 	548.105775 	4.971359 	2.893754 	278.085122 	0.338730 	1.377600 	
57.300000 	5.000000 	5.000000 	21.480000 	552.221564 	4.975236 	2.897181 	280.173295 	0.340952 	1.377600 	
57.400000 	5.000000 	5.000000 	21.600000 	556.258393 	4.977845 	2.900541 	282.221407 	0.342857 	1.377600 	
57.500000 	5.000000 	5.000000 	21.720000 	560.295222 	4.980007 	2.903902 	284.269519 	0.344762 	1.377600 	
57.600000 	5.000000 	5.000000 	21.860000 	564.055691 	4.982169 	2.907032 	286.177418 	0.346984 	1.377600 	
57.700000 	5.000000 	5.000000 	21.980000 	567.786550 	4.985301 	2.910138 	288.070294 	0.348889 	1.377600 	
57.800000 	5.000000 	5.000000 	22.120000 	571.398969 	4.982319 	2.913145 	289.903079 	0.351111 	1.377600 	
57.900000 	5.000000 	5.000000 	22.260000 	575.090348 	4.982915 	2.916218 	291.775925 	0.353333 	1.377600 	
58.000000 	5.000000 	5.000000 	22.380000 	578.702767 	4.981573 	2.919226 	293.608710 	0.355238 	1.377600 	
58.100000 	5.000000 	5.000000 	22.520000 	582.522456 	4.973223 	2.922406 	295.546654 	0.357460 	1.377600 	
58.200000 	5.000000 	5.000000 	22.640000 	586.490194 	4.974118 	2.925709 	297.559713 	0.359365 	1.377600 	
58.300000 	5.000000 	5.000000 	22.780000 	590.221053 	4.973670 	2.928814 	299.452589 	0.361587 	1.377600 	
58.400000 	5.000000 	5.000000 	22.900000 	594.030872 	4.977323 	2.931986 	301.385526 	0.363492 	1.377600 	
58.500000 	5.000000 	5.000000 	23.020000 	597.505111 	4.979635 	2.934878 	303.148204 	0.365397 	1.377600 	
58.600000 	5.000000 	5.000000 	23.160000 	600.959610 	4.982393 	2.937754 	304.900867 	0.367619 	1.377600 	
58.700000 	5.000000 	5.000000 	23.280000 	604.591769 	4.985152 	2.940778 	306.743668 	0.369524 	1.377600 	
58.800000 	5.000000 	5.000000 	23.420000 	608.322627 	4.982766 	2.943884 	308.636544 	0.371746 	1.377600 	
58.900000 	5.000000 	5.000000 	23.540000 	612.349586 	4.987612 	2.947236 	310.679648 	0.373651 	1.377600 	
59.000000 	5.000000 	5.000000 	23.680000 	616.406155 	4.987463 	2.950613 	312.737775 	0.375873 	1.377600 	
59.100000 	5.000000 	5.000000 	23.800000 	619.979093 	4.986195 	2.953587 	314.550529 	0.377778 	1.377600 	
59.200000 	5.000000 	5.000000 	23.920000 	623.808652 	4.986568 	2.956775 	316.493482 	0.379683 	1.377600 	
59.300000 	5.000000 	5.000000 	24.040000 	627.401331 	4.982468 	2.959766 	318.316251 	0.381587 	1.377600 	
59.400000 	5.000000 	5.000000 	24.180000 	630.688040 	4.980082 	2.962502 	319.983785 	0.383810 	1.377600 	
59.500000 	5.000000 	5.000000 	24.300000 	634.665648 	4.978964 	2.965814 	322.001851 	0.385714 	1.377600 	
59.600000 	5.000000 	5.000000 	24.420000 	638.445857 	4.976802 	2.968961 	323.919765 	0.387619 	1.377600 	
59.700000 	5.000000 	5.000000 	24.560000 	642.265545 	4.976354 	2.972140 	325.857710 	0.389841 	1.377600 	
59.800000 	5.000000 	5.000000 	24.700000 	645.937184 	4.980678 	2.975197 	327.720540 	0.392063 	1.377600 	
59.900000 	5.000000 	5.000000 	24.840000 	649.707523 	4.981946 	2.978336 	329.633446 	0.394286 	1.377600 	
60.000000 	5.000000 	5.000000 	25.000000 	653.152151 	4.982468 	2.981203 	331.381102 	0.396825 	1.377600 	
60.100000 	5.000000 	5.000000 	25.140000 	656.883010 	4.985674 	2.984309 	333.273978 	0.399048 	1.377600 	
60.200000 	5.000000 	5.000000 	25.280000 	660.623738 	4.988730 	2.987423 	335.171861 	0.401270 	1.377600 	
60.300000 	5.000000 	5.000000 	25.400000 	664.009147 	4.987985 	2.990242 	336.889471 	0.403175 	1.377600 	
60.400000 	5.000000 	5.000000 	25.560000 	667.631436 	4.983959 	2.993257 	338.727263 	0.405714 	1.377600 	
60.500000 	5.000000 	5.000000 	25.700000 	670.898404 	4.984332 	2.995977 	340.384782 	0.407937 	1.377600 	
60.600000 	5.000000 	5.000000 	25.840000 	674.708223 	4.981424 	2.999148 	342.317718 	0.410159 	1.377600 	
60.700000 	5.000000 	5.000000 	25.960000 	678.340381 	4.982244 	3.002172 	344.160518 	0.412063 	1.377600 	
60.800000 	5.000000 	5.000000 	26.120000 	681.942930 	4.987239 	3.005171 	345.988295 	0.414603 	1.377600 	
60.900000 	5.000000 	5.000000 	26.240000 	685.693528 	4.981797 	3.008293 	347.891186 	0.416508 	1.377600 	
61.000000 	5.000000 	5.000000 	26.380000 	689.187507 	4.979038 	3.011202 	349.663880 	0.418730 	1.377600 	
61.100000 	5.000000 	5.000000 	26.520000 	692.582785 	4.973148 	3.014029 	351.386497 	0.420952 	1.377600 	
61.200000 	5.000000 	5.000000 	26.680000 	696.333384 	4.977920 	3.017151 	353.289388 	0.423492 	1.377600 	
61.300000 	5.000000 	5.000000 	26.820000 	699.689182 	4.985450 	3.019945 	354.991975 	0.425714 	1.377600 	
61.400000 	5.000000 	5.000000 	26.960000 	703.242381 	4.984853 	3.022902 	356.794714 	0.427937 	1.377600 	
61.500000 	5.000000 	5.000000 	27.100000 	706.864669 	4.991191 	3.025918 	358.632506 	0.430159 	1.377600 	
61.600000 	5.000000 	5.000000 	27.240000 	710.378388 	4.984555 	3.028843 	360.415214 	0.432381 	1.377600 	
61.700000 	5.000000 	5.000000 	27.380000 	713.951326 	4.981424 	3.031817 	362.227969 	0.434603 	1.377600 	
61.800000 	5.000000 	5.000000 	27.520000 	717.613094 	4.980828 	3.034866 	364.085791 	0.436825 	1.377600 	
61.900000 	5.000000 	5.000000 	27.640000 	721.255123 	4.980828 	3.037898 	365.933598 	0.438730 	1.377600 	
62.000000 	5.000000 	5.000000 	27.780000 	724.758971 	4.981946 	3.040815 	367.711299 	0.440952 	1.377600 	
62.100000 	5.000000 	5.000000 	27.920000 	728.460219 	4.980529 	3.043896 	369.589152 	0.443175 	1.377600 	
62.200000 	5.000000 	5.000000 	28.060000 	731.904848 	4.984630 	3.046763 	371.336808 	0.445397 	1.377600 	
62.300000 	5.000000 	5.000000 	28.200000 	735.290256 	4.984406 	3.049582 	373.054417 	0.447619 	1.377600 	
62.400000 	5.000000 	5.000000 	28.340000 	738.803974 	4.986046 	3.052507 	374.837125 	0.449841 	1.377600 	
62.500000 	5.000000 	5.000000 	28.480000 	742.396653 	4.981722 	3.055498 	376.659895 	0.452063 	1.377600 	
62.600000 	5.000000 	5.000000 	28.640000 	745.762321 	4.979784 	3.058299 	378.367489 	0.454603 	1.377600 	
62.700000 	5.000000 	5.000000 	28.780000 	749.374739 	4.980529 	3.061307 	380.200274 	0.456825 	1.377600 	
62.800000 	5.000000 	5.000000 	28.920000 	752.947677 	4.979560 	3.064281 	382.013028 	0.459048 	1.377600 	
62.900000 	5.000000 	5.000000 	29.060000 	756.451526 	4.985972 	3.067198 	383.790728 	0.461270 	1.377600 	
63.000000 	5.000000 	5.000000 	29.220000 	759.757974 	4.985972 	3.069951 	385.468277 	0.463810 	1.377600 	
63.100000 	5.000000 	5.000000 	29.360000 	763.172992 	4.984555 	3.072794 	387.200909 	0.466032 	1.377600 	
63.200000 	5.000000 	5.000000 	29.500000 	766.420221 	4.983437 	3.075497 	388.848412 	0.468254 	1.377600 	
63.300000 	5.000000 	5.000000 	29.640000 	769.776019 	4.983810 	3.078290 	390.550999 	0.470476 	1.377600 	
63.400000 	5.000000 	5.000000 	29.780000 	773.447657 	4.982393 	3.081347 	392.413829 	0.472698 	1.377600 	
63.500000 	5.000000 	5.000000 	29.920000 	776.635665 	4.978069 	3.084001 	394.031286 	0.474921 	1.377600 	
63.600000 	5.000000 	5.000000 	30.060000 	780.218473 	4.983586 	3.086984 	395.849048 	0.477143 	1.377600 	
63.700000 	5.000000 	5.000000 	30.200000 	783.554532 	4.982691 	3.089761 	397.541619 	0.479365 	1.377600 	
63.800000 	5.000000 	5.000000 	30.340000 	786.841240 	4.981871 	3.092497 	399.209153 	0.481587 	1.377600 	
63.900000 	5.000000 	5.000000 	30.500000 	790.157558 	4.982990 	3.095258 	400.891709 	0.484127 	1.377600 	
64.000000 	5.000000 	5.000000 	30.640000 	793.503486 	4.977845 	3.098043 	402.589288 	0.486349 	1.377600 	
64.100000 	5.000000 	5.000000 	30.780000 	796.661884 	4.974416 	3.100672 	404.191722 	0.488571 	1.377600 	
64.200000 	5.000000 	5.000000 	30.920000 	799.928853 	4.975460 	3.103392 	405.849240 	0.490794 	1.377600 	
64.300000 	5.000000 	5.000000 	31.080000 	803.689320 	4.979262 	3.106523 	407.757139 	0.493333 	1.377600 	
64.400000 	5.000000 	5.000000 	31.200000 	806.857589 	4.979709 	3.109160 	409.364581 	0.495238 	1.377600 	
64.500000 	5.000000 	5.000000 	31.360000 	810.193647 	4.979336 	3.111937 	411.057152 	0.497778 	1.377600 	
64.600000 	5.000000 	5.000000 	31.500000 	813.687625 	4.979038 	3.114846 	412.829845 	0.500000 	1.377600 	
64.700000 	5.000000 	5.000000 	31.640000 	816.658493 	4.977398 	3.117319 	414.337135 	0.502222 	1.377600 	
64.800000 	5.000000 	5.000000 	31.780000 	819.807021 	4.974938 	3.119940 	415.934562 	0.504444 	1.377600 	
64.900000 	5.000000 	5.000000 	31.920000 	823.024639 	4.980007 	3.122619 	417.567042 	0.506667 	1.377600 	
65.000000 	5.000000 	5.000000 	32.080000 	826.390307 	4.980529 	3.125421 	419.274636 	0.509206 	1.377600 	
65.100000 	5.000000 	5.000000 	32.220000 	830.002725 	4.979560 	3.128428 	421.107420 	0.511429 	1.377600 	
65.200000 	5.000000 	5.000000 	32.380000 	833.585533 	4.980157 	3.131411 	422.925182 	0.513968 	1.377600 	
65.300000 	5.000000 	5.000000 	32.520000 	837.109121 	4.978516 	3.134344 	424.712898 	0.516190 	1.377600 	
65.400000 	5.000000 	5.000000 	32.680000 	840.504399 	4.979635 	3.137170 	426.435514 	0.518730 	1.377600 	
65.500000 	5.000000 	5.000000 	32.840000 	843.751627 	4.984481 	3.139874 	428.083017 	0.521270 	1.377600 	
65.600000 	5.000000 	5.000000 	32.980000 	846.811325 	4.986568 	3.142421 	429.635375 	0.523492 	1.377600 	
65.700000 	5.000000 	5.000000 	33.120000 	849.930243 	4.983884 	3.145017 	431.217779 	0.525714 	1.377600 	
65.800000 	5.000000 	5.000000 	33.260000 	852.980071 	4.983288 	3.147556 	432.765130 	0.527937 	1.377600 	
65.900000 	5.000000 	5.000000 	33.400000 	856.197689 	4.976056 	3.150235 	434.397610 	0.530159 	1.377600 	
66.000000 	5.000000 	5.000000 	33.540000 	859.662057 	4.976951 	3.153119 	436.155280 	0.532381 	1.377600 	
66.100000 	5.000000 	5.000000 	33.700000 	862.909285 	4.979933 	3.155822 	437.802783 	0.534921 	1.377600 	
66.200000 	5.000000 	5.000000 	33.840000 	866.117033 	4.980380 	3.158492 	439.430255 	0.537143 	1.377600 	
66.300000 	5.000000 	5.000000 	34.000000 	869.245821 	4.982840 	3.161097 	441.017667 	0.539683 	1.377600 	
66.400000 	5.000000 	5.000000 	34.140000 	872.384479 	4.981871 	3.163710 	442.610086 	0.541905 	1.377600 	
66.500000 	5.000000 	5.000000 	34.300000 	875.829107 	4.985077 	3.166577 	444.357741 	0.544444 	1.377600 	
66.600000 	5.000000 	5.000000 	34.460000 	879.303344 	4.982095 	3.169470 	446.120418 	0.546984 	1.377600 	
66.700000 	5.000000 	5.000000 	34.600000 	882.915762 	4.982915 	3.172477 	447.953202 	0.549206 	1.377600 	
66.800000 	5.000000 	5.000000 	34.740000 	886.103770 	4.980455 	3.175131 	449.570660 	0.551429 	1.377600 	
66.900000 	5.000000 	5.000000 	34.880000 	889.360868 	4.976876 	3.177842 	451.223170 	0.553651 	1.377600 	
67.000000 	5.000000 	5.000000 	35.040000 	892.608096 	4.979784 	3.180546 	452.870673 	0.556190 	1.377600 	
67.100000 	5.000000 	5.000000 	35.180000 	895.727014 	4.979709 	3.183142 	454.453076 	0.558413 	1.377600 	
67.200000 	5.000000 	5.000000 	35.320000 	899.299951 	4.982915 	3.186116 	456.265830 	0.560635 	1.377600 	
67.300000 	5.000000 	5.000000 	35.460000 	902.517569 	4.980082 	3.188795 	457.898310 	0.562857 	1.377600 	
67.400000 	5.000000 	5.000000 	35.600000 	905.764797 	4.977547 	3.191498 	459.545813 	0.565079 	1.377600 	
67.500000 	5.000000 	5.000000 	35.740000 	908.854105 	4.977398 	3.194070 	461.113194 	0.567302 	1.377600 	
67.600000 	5.000000 	5.000000 	35.900000 	912.002632 	4.978144 	3.196691 	462.710620 	0.569841 	1.377600 	
67.700000 	5.000000 	5.000000 	36.040000 	915.249860 	4.981126 	3.199394 	464.358123 	0.572063 	1.377600 	
67.800000 	5.000000 	5.000000 	36.200000 	918.418128 	4.986717 	3.202032 	465.965565 	0.574603 	1.377600 	
67.900000 	5.000000 	5.000000 	36.360000 	921.852885 	4.988059 	3.204891 	467.708212 	0.577143 	1.377600 	
68.000000 	5.000000 	5.000000 	36.500000 	924.971803 	4.986494 	3.207488 	469.290616 	0.579365 	1.377600 	
68.100000 	5.000000 	5.000000 	36.660000 	928.258511 	4.985152 	3.210224 	470.958149 	0.581905 	1.377600 	
68.200000 	5.000000 	5.000000 	36.840000 	931.485998 	4.981648 	3.212911 	472.595636 	0.584762 	1.377600 	
68.300000 	5.000000 	5.000000 	36.980000 	934.575306 	4.979784 	3.215483 	474.163017 	0.586984 	1.377600 	
68.400000 	5.000000 	5.000000 	37.140000 	937.684354 	4.979560 	3.218071 	475.740413 	0.589524 	1.377600 	
68.500000 	5.000000 	5.000000 	37.280000 	940.546652 	4.984555 	3.220454 	477.192619 	0.591746 	1.377600 	
68.600000 	5.000000 	5.000000 	37.440000 	943.379340 	4.984853 	3.222812 	478.629802 	0.594286 	1.377600 	
68.700000 	5.000000 	5.000000 	37.580000 	946.152808 	4.986195 	3.225121 	480.036939 	0.596508 	1.377600 	
68.800000 	5.000000 	5.000000 	37.740000 	949.094066 	4.984928 	3.227569 	481.529206 	0.599048 	1.377600 	
68.900000 	5.000000 	5.000000 	37.880000 	952.282073 	4.978740 	3.230223 	483.146663 	0.601270 	1.377600 	
69.000000 	5.000000 	5.000000 	38.040000 	955.460211 	4.976056 	3.232869 	484.759113 	0.603810 	1.377600 	
69.100000 	5.000000 	5.000000 	38.180000 	958.717308 	4.977398 	3.235580 	486.411623 	0.606032 	1.377600 	
69.200000 	5.000000 	5.000000 	38.340000 	961.836226 	4.980007 	3.238177 	487.994026 	0.608571 	1.377600 	
69.300000 	5.000000 	5.000000 	38.500000 	964.994624 	4.982915 	3.240806 	489.596460 	0.611111 	1.377600 	
69.400000 	5.000000 	5.000000 	38.660000 	968.231981 	4.985152 	3.243501 	491.238955 	0.613651 	1.377600 	
69.500000 	5.000000 	5.000000 	38.820000 	971.429859 	4.984928 	3.246163 	492.861420 	0.616190 	1.377600 	
69.600000 	5.000000 	5.000000 	38.980000 	974.765916 	4.981871 	3.248940 	494.553991 	0.618730 	1.377600 	
69.700000 	5.000000 	5.000000 	39.140000 	977.776264 	4.984481 	3.251446 	496.081311 	0.621270 	1.377600 	
69.800000 	5.000000 	5.000000 	39.300000 	980.845831 	4.982319 	3.254002 	497.638676 	0.623810 	1.377600 	
69.900000 	5.000000 	5.000000 	39.460000 	984.023969 	4.982020 	3.256648 	499.251126 	0.626349 	1.377600 	
70.000000 	5.000000 	5.000000 	39.620000 	987.044186 	4.984928 	3.259162 	500.783453 	0.628889 	1.377600 	
70.100000 	5.000000 	5.000000 	39.780000 	990.103884 	4.979336 	3.261709 	502.335811 	0.631429 	1.377600 	
70.200000 	5.000000 	5.000000 	39.940000 	993.045141 	4.979858 	3.264157 	503.828078 	0.633968 	1.377600 	
70.300000 	5.000000 	5.000000 	40.100000 	995.611339 	4.975012 	3.266294 	505.130056 	0.636508 	1.377600 	
70.400000 	5.000000 	5.000000 	40.240000 	998.453897 	4.971359 	3.268660 	506.572246 	0.638730 	1.377600 	
70.500000 	5.000000 	5.000000 	40.400000 	1001.444505 	4.971583 	3.271150 	508.089551 	0.641270 	1.377600 	
70.600000 	5.000000 	5.000000 	40.560000 	1004.296932 	4.972552 	3.273524 	509.536749 	0.643810 	1.377600 	
70.700000 	5.000000 	5.000000 	40.720000 	1007.415850 	4.976354 	3.276121 	511.119153 	0.646349 	1.377600 	
70.800000 	5.000000 	5.000000 	40.860000 	1010.307757 	4.976652 	3.278528 	512.586381 	0.648571 	1.377600 	
70.900000 	5.000000 	5.000000 	41.020000 	1013.337845 	4.981797 	3.281051 	514.123716 	0.651111 	1.377600 	
71.000000 	5.000000 	5.000000 	41.180000 	1016.298842 	4.976951 	3.283516 	515.625998 	0.653651 	1.377600 	
71.100000 	5.000000 	5.000000 	41.340000 	1019.388150 	4.976876 	3.286088 	517.193379 	0.656190 	1.377600 	
71.200000 	5.000000 	5.000000 	41.500000 	1022.398497 	4.978740 	3.288594 	518.720699 	0.658730 	1.377600 	
71.300000 	5.000000 	5.000000 	41.660000 	1025.063395 	4.970464 	3.290812 	520.072752 	0.661270 	1.377600 	
71.400000 	5.000000 	5.000000 	41.840000 	1027.935563 	4.974043 	3.293203 	521.529966 	0.664127 	1.377600 	
71.500000 	5.000000 	5.000000 	42.000000 	1030.521500 	4.976205 	3.295356 	522.841959 	0.666667 	1.377600 	
71.600000 	5.000000 	5.000000 	42.140000 	1033.294968 	4.975161 	3.297665 	524.249096 	0.668889 	1.377600 	
71.700000 	5.000000 	5.000000 	42.300000 	1036.265835 	4.978815 	3.300138 	525.756385 	0.671429 	1.377600 	
71.800000 	5.000000 	5.000000 	42.480000 	1039.197223 	4.980455 	3.302578 	527.243644 	0.674286 	1.377600 	
71.900000 	5.000000 	5.000000 	42.620000 	1042.089130 	4.974118 	3.304986 	528.710873 	0.676508 	1.377600 	
72.000000 	5.000000 	5.000000 	42.780000 	1044.892208 	4.975609 	3.307319 	530.133033 	0.679048 	1.377600 	
72.100000 	5.000000 	5.000000 	42.940000 	1047.557106 	4.976205 	3.309538 	531.485087 	0.681587 	1.377600 	
72.200000 	5.000000 	5.000000 	43.120000 	1050.212133 	4.976205 	3.311748 	532.832133 	0.684444 	1.377600 	
72.300000 	5.000000 	5.000000 	43.280000 	1053.104041 	4.981722 	3.314155 	534.299361 	0.686984 	1.377600 	
72.400000 	5.000000 	5.000000 	43.440000 	1055.640629 	4.977323 	3.316267 	535.586316 	0.689524 	1.377600 	
72.500000 	5.000000 	5.000000 	43.600000 	1058.374616 	4.980082 	3.318543 	536.973423 	0.692063 	1.377600 	
72.600000 	5.000000 	5.000000 	43.760000 	1061.000034 	4.976280 	3.320729 	538.305446 	0.694603 	1.377600 	
72.700000 	5.000000 	5.000000 	43.920000 	1063.694541 	4.974267 	3.322972 	539.672522 	0.697143 	1.377600 	
72.800000 	5.000000 	5.000000 	44.080000 	1066.704889 	4.979336 	3.325478 	541.199842 	0.699683 	1.377600 	
72.900000 	5.000000 	5.000000 	44.240000 	1069.182256 	4.977994 	3.327540 	542.456751 	0.702222 	1.377600 	
73.000000 	5.000000 	5.000000 	44.400000 	1071.916244 	4.982691 	3.329816 	543.843858 	0.704762 	1.377600 	
73.100000 	5.000000 	5.000000 	44.560000 	1074.334392 	4.984257 	3.331829 	545.070721 	0.707302 	1.377600 	
73.200000 	5.000000 	5.000000 	44.720000 	1076.416960 	4.982468 	3.333563 	546.127326 	0.709841 	1.377600 	
73.300000 	5.000000 	5.000000 	44.900000 	1079.338477 	4.982468 	3.335995 	547.609577 	0.712698 	1.377600 	
73.400000 	5.000000 	5.000000 	45.060000 	1082.092204 	4.981126 	3.338287 	549.006699 	0.715238 	1.377600 	
73.500000 	5.000000 	5.000000 	45.220000 	1084.737362 	4.976876 	3.340489 	550.348738 	0.717778 	1.377600 	
73.600000 	5.000000 	5.000000 	45.380000 	1087.876019 	4.979784 	3.343102 	551.941156 	0.720317 	1.377600 	
73.700000 	5.000000 	5.000000 	45.540000 	1090.550787 	4.981126 	3.345329 	553.298217 	0.722857 	1.377600 	
73.800000 	5.000000 	5.000000 	45.700000 	1093.018284 	4.980231 	3.347383 	554.550119 	0.725397 	1.377600 	
73.900000 	5.000000 	5.000000 	45.880000 	1095.850972 	4.979187 	3.349741 	555.987302 	0.728254 	1.377600 	
74.000000 	5.000000 	5.000000 	46.040000 	1098.377689 	4.975161 	3.351845 	557.269249 	0.730794 	1.377600 	
74.100000 	5.000000 	5.000000 	46.180000 	1100.993237 	4.972776 	3.354022 	558.596264 	0.733016 	1.377600 	
74.200000 	5.000000 	5.000000 	46.340000 	1103.697614 	4.972254 	3.356273 	559.968348 	0.735556 	1.377600 	
74.300000 	5.000000 	5.000000 	46.500000 	1106.263812 	4.977398 	3.358410 	561.270326 	0.738095 	1.377600 	
74.400000 	5.000000 	5.000000 	46.660000 	1108.810269 	4.979858 	3.360530 	562.562288 	0.740635 	1.377600 	
74.500000 	5.000000 	5.000000 	46.820000 	1111.080367 	4.980828 	3.362419 	563.714037 	0.743175 	1.377600 	
74.600000 	5.000000 	5.000000 	46.980000 	1113.439295 	4.980231 	3.364383 	564.910855 	0.745714 	1.377600 	
74.700000 	5.000000 	5.000000 	47.140000 	1115.502123 	4.976802 	3.366100 	565.957444 	0.748254 	1.377600 	
74.800000 	5.000000 	5.000000 	47.320000 	1117.673521 	4.978218 	3.367908 	567.059118 	0.751111 	1.377600 	
74.900000 	5.000000 	5.000000 	47.460000 	1120.012708 	4.975012 	3.369855 	568.245920 	0.753333 	1.377600 	
75.000000 	5.000000 	5.000000 	47.620000 	1122.282806 	4.980455 	3.371745 	569.397669 	0.755873 	1.377600 	
75.100000 	5.000000 	5.000000 	47.760000 	1124.543034 	4.980306 	3.373627 	570.544411 	0.758095 	1.377600 	
75.200000 	5.000000 	5.000000 	47.920000 	1127.168451 	4.981051 	3.375812 	571.876434 	0.760635 	1.377600 	
75.300000 	5.000000 	5.000000 	48.080000 	1129.665559 	4.981797 	3.377891 	573.143358 	0.763175 	1.377600 	
75.400000 	5.000000 	5.000000 	48.240000 	1131.866567 	4.980604 	3.379724 	574.260054 	0.765714 	1.377600 	
75.500000 	5.000000 	5.000000 	48.400000 	1134.472244 	4.984853 	3.381893 	575.582062 	0.768254 	1.377600 	
75.600000 	5.000000 	5.000000 	48.560000 	1136.623902 	4.981573 	3.383684 	576.673720 	0.770794 	1.377600 	
75.700000 	5.000000 	5.000000 	48.720000 	1138.578160 	4.985599 	3.385311 	577.665226 	0.773333 	1.377600 	
75.800000 	5.000000 	5.000000 	48.880000 	1140.818648 	4.981946 	3.387176 	578.801952 	0.775873 	1.377600 	
75.900000 	5.000000 	5.000000 	49.040000 	1142.851866 	4.984481 	3.388869 	579.833519 	0.778413 	1.377600 	
76.000000 	5.000000 	5.000000 	49.180000 	1144.835734 	4.980529 	3.390520 	580.840048 	0.780635 	1.377600 	
76.100000 	5.000000 	5.000000 	49.340000 	1147.253881 	4.977100 	3.392533 	582.066911 	0.783175 	1.377600 	
76.200000 	5.000000 	5.000000 	49.500000 	1149.198269 	4.978144 	3.394152 	583.053409 	0.785714 	1.377600 	
76.300000 	5.000000 	5.000000 	49.660000 	1151.083437 	4.973297 	3.395721 	584.009862 	0.788254 	1.377600 	
76.400000 	5.000000 	5.000000 	49.820000 	1153.244965 	4.977622 	3.397521 	585.106527 	0.790794 	1.377600 	
76.500000 	5.000000 	5.000000 	49.980000 	1155.189353 	4.975161 	3.399139 	586.093025 	0.793333 	1.377600 	
76.600000 	5.000000 	5.000000 	50.140000 	1157.439711 	4.976354 	3.401013 	587.234759 	0.795873 	1.377600 	
76.700000 	5.000000 	5.000000 	50.300000 	1159.482799 	4.975236 	3.402713 	588.271334 	0.798413 	1.377600 	
76.800000 	5.000000 	5.000000 	50.460000 	1161.219917 	4.977696 	3.404160 	589.152672 	0.800952 	1.377600 	
76.900000 	5.000000 	5.000000 	50.640000 	1162.848465 	4.981349 	3.405515 	589.978927 	0.803810 	1.377600 	
77.000000 	5.000000 	5.000000 	50.820000 	1164.437534 	4.978218 	3.406838 	590.785151 	0.806667 	1.377600 	
77.100000 	5.000000 	5.000000 	51.000000 	1165.996992 	4.980231 	3.408136 	591.576353 	0.809524 	1.377600 	
77.200000 	5.000000 	5.000000 	51.180000 	1167.595930 	4.978218 	3.409468 	592.387585 	0.812381 	1.377600 	
77.300000 	5.000000 	5.000000 	51.380000 	1169.165259 	4.979709 	3.410774 	593.183794 	0.815556 	1.377600 	
77.400000 	5.000000 	5.000000 	51.540000 	1170.714847 	4.981051 	3.412064 	593.969988 	0.818095 	1.377600 	
77.500000 	5.000000 	5.000000 	51.720000 	1172.373005 	4.984257 	3.413444 	594.811266 	0.820952 	1.377600 	
