Alloy elements = Zr, Ti, Nb	
Alloy composition = 35,40,25	
Theoretical elastic modulus (GPa) = 1.020740e+02	
----------	
Length (mm) = 5.1	
Width (mm) = 2.21	
Thickness (mm) = 0.95	
----------	
Time (s)	Displacement (mm)	Force (N)	Eng. strain	Eng. Stress (MPa)	
22.90000000	0.01263255	530.82565109	0.00247697	252.83431821	
23.00000000	0.01267984	532.81268576	0.00248624	253.78075054	
23.10000000	0.01272713	534.79972044	0.00249551	254.72718287	
23.20000000	0.01277441	536.78675511	0.00250479	255.67361520	
23.30000000	0.01282170	538.77378978	0.00251406	256.62004753	
23.40000000	0.01286899	540.76082445	0.00252333	257.56647985	
23.50000000	0.01291628	542.74785912	0.00253260	258.51291218	
23.60000000	0.01296356	544.73489380	0.00254188	259.45934451	
23.70000000	0.01301085	546.72192847	0.00255115	260.40577684	
23.80000000	0.01305814	548.70896314	0.00256042	261.35220916	
23.90000000	0.01310542	550.69599781	0.00256969	262.29864149	
24.00000000	0.01315271	552.68303249	0.00257896	263.24507382	
24.10000000	0.01320000	554.67006716	0.00258824	264.19150615	
24.20000000	0.01324729	556.65710183	0.00259751	265.13793848	
24.30000000	0.01329457	558.64413650	0.00260678	266.08437080	
24.40000000	0.01334186	560.63117117	0.00261605	267.03080313	
24.50000000	0.01338915	562.61820585	0.00262532	267.97723546	
24.60000000	0.01343644	564.60524052	0.00263460	268.92366779	
24.70000000	0.01348372	566.59227519	0.00264387	269.87010011	
24.80000000	0.01353101	568.57930986	0.00265314	270.81653244	
24.90000000	0.01357830	570.56634453	0.00266241	271.76296477	
25.00000000	0.01362559	572.55337921	0.00267168	272.70939710	
25.10000000	0.01367287	574.54041388	0.00268096	273.65582943	
25.20000000	0.01372016	576.52744855	0.00269023	274.60226175	
25.30000000	0.01376745	578.51448322	0.00269950	275.54869408	
25.40000000	0.01381473	580.50151790	0.00270877	276.49512641	
25.50000000	0.01386202	582.48855257	0.00271804	277.44155874	
25.60000000	0.01390931	584.47558724	0.00272732	278.38799106	
25.70000000	0.01395660	586.46262191	0.00273659	279.33442339	
25.80000000	0.01400388	588.44965658	0.00274586	280.28085572	
25.90000000	0.01405117	590.43669126	0.00275513	281.22728805	
26.00000000	0.01409846	592.42372593	0.00276440	282.17372038	
26.10000000	0.01414575	594.41076060	0.00277368	283.12015270	
26.20000000	0.01419303	596.39779527	0.00278295	284.06658503	
26.30000000	0.01424032	598.38482994	0.00279222	285.01301736	
26.40000000	0.01428761	600.37186462	0.00280149	285.95944969	
26.50000000	0.01433490	602.35889929	0.00281076	286.90588201	
26.60000000	0.01438218	604.34593396	0.00282004	287.85231434	
26.70000000	0.01442947	606.33296863	0.00282931	288.79874667	
26.80000000	0.01447676	608.32000331	0.00283858	289.74517900	
26.90000000	0.01452404	610.30703798	0.00284785	290.69161133	
27.00000000	0.01457133	612.29407265	0.00285712	291.63804365	
27.10000000	0.01461862	614.28110732	0.00286640	292.58447598	
27.20000000	0.01466591	616.26814199	0.00287567	293.53090831	
27.30000000	0.01471319	618.25517667	0.00288494	294.47734064	
27.40000000	0.01476048	620.24221134	0.00289421	295.42377296	
27.50000000	0.01480777	622.22924601	0.00290348	296.37020529	
27.60000000	0.01485506	624.21628068	0.00291276	297.31663762	
27.70000000	0.01490234	626.20331535	0.00292203	298.26306995	
27.80000000	0.01494963	628.19035003	0.00293130	299.20950228	
27.90000000	0.01499692	630.17738470	0.00294057	300.15593460	
28.00000000	0.01504420	632.16441937	0.00294984	301.10236693	
28.10000000	0.01509149	634.15145404	0.00295912	302.04879926	
28.20000000	0.01513878	636.13848871	0.00296839	302.99523159	
28.30000000	0.01518607	638.12552339	0.00297766	303.94166391	
28.40000000	0.01523335	640.11255806	0.00298693	304.88809624	
28.50000000	0.01528064	642.09959273	0.00299620	305.83452857	
28.60000000	0.01532793	644.08662740	0.00300548	306.78096090	
28.70000000	0.01537522	646.07366208	0.00301475	307.72739322	
28.80000000	0.01542250	648.06069675	0.00302402	308.67382555	
28.90000000	0.01546979	650.04773142	0.00303329	309.62025788	
29.00000000	0.01551708	652.03476609	0.00304256	310.56669021	
29.10000000	0.01556437	654.02180076	0.00305184	311.51312254	
29.20000000	0.01561165	656.00883544	0.00306111	312.45955486	
29.30000000	0.01565894	657.99587011	0.00307038	313.40598719	
