Total length (mm) = 50	
Gage length (mm) = 5.1	
Width (mm) = 2.21	
Thickness (mm) = 0.95	
----------	
Time (s)	Displacement (mm)	Force (N)	Eng. strain	Eng. stress (MPa)	
42.90000000	0.21647409	985.57494200	0.04244590	469.43317075	
43.00000000	0.21697869	987.25112300	0.04254484	470.23154227	
43.10000000	0.21748329	989.35127800	0.04264378	471.23185425	
43.20000000	0.21798790	991.13591700	0.04274272	472.08188473	
43.30000000	0.21849250	992.76279800	0.04284167	472.85677447	
43.40000000	0.21899710	994.64603600	0.04294061	473.75376804	
43.50000000	0.21950170	996.17431900	0.04303955	474.48169517	
43.60000000	0.22000630	997.98853700	0.04313849	475.34581424	
43.70000000	0.22051090	999.84219600	0.04323743	476.22871922	
43.80000000	0.22101551	1001.27187900	0.04333637	476.90968278	
43.90000000	0.22152011	1002.91848000	0.04343532	477.69396523	
44.00000000	0.22202471	1004.52564100	0.04353426	478.45946225	
44.10000000	0.22252931	1006.20182100	0.04363320	479.25783329	
44.20000000	0.22303391	1007.96674100	0.04373214	480.09847154	
44.30000000	0.22353851	1009.42600400	0.04383108	480.79352417	
44.40000000	0.22404312	1010.92470600	0.04393002	481.50736175	
44.50000000	0.22454772	1012.40368900	0.04402896	482.21180710	
44.60000000	0.22505232	1013.92211100	0.04412791	482.93503739	
44.70000000	0.22555692	1015.73633000	0.04422685	483.79915694	
44.80000000	0.22606152	1017.49138900	0.04432579	484.63509836	
44.90000000	0.22656612	1019.16757000	0.04442473	485.43346987	
45.00000000	0.22707073	1020.83389000	0.04452367	486.22714456	
45.10000000	0.22757533	1022.25371300	0.04462261	486.90341176	
45.20000000	0.22807993	1023.65381700	0.04472155	487.57028673	
45.30000000	0.22858453	1024.82714300	0.04482050	488.12914646	
45.40000000	0.22908913	1026.13850800	0.04491944	488.75375470	
45.50000000	0.22959373	1027.57805100	0.04501838	489.43941462	
45.60000000	0.23009833	1029.20493200	0.04511732	490.21430436	
45.70000000	0.23060294	1031.21634800	0.04521626	491.17234961	
45.80000000	0.23110754	1033.13902600	0.04531520	492.08812860	
45.90000000	0.23161214	1034.73632700	0.04541415	492.84892927	
46.00000000	0.23211674	1036.35334800	0.04551309	493.61912265	
46.10000000	0.23262134	1037.21115800	0.04561203	494.02770088	
46.20000000	0.23312594	1038.50280300	0.04571097	494.64291641	
46.30000000	0.23363055	1040.13954400	0.04580991	495.42250250	
46.40000000	0.23413515	1041.58894700	0.04590885	496.11285878	
46.50000000	0.23463975	1043.60036300	0.04600779	497.07090402	
46.60000000	0.23514435	1045.31598300	0.04610674	497.88806049	
46.70000000	0.23564895	1046.85412500	0.04620568	498.62068350	
46.80000000	0.23615355	1048.24436800	0.04630462	499.28286163	
46.90000000	0.23665816	1049.82195000	0.04640356	500.03427006	
47.00000000	0.23716276	1051.17275400	0.04650250	500.67766325	
47.10000000	0.23766736	1052.74047500	0.04660144	501.42437485	
47.20000000	0.23817196	1054.24903800	0.04670038	502.14290926	
47.30000000	0.23867656	1055.63928100	0.04679933	502.80508740	
47.40000000	0.23918116	1057.14784400	0.04689827	503.52362181	
47.50000000	0.23968577	1058.60710600	0.04699721	504.21867397	
47.60000000	0.24019037	1059.99735000	0.04709615	504.88085258	
47.70000000	0.24069497	1061.24955500	0.04719509	505.47728269	
47.80000000	0.24119957	1062.33414300	0.04729403	505.99387616	
47.90000000	0.24170417	1063.46802900	0.04739297	506.53395046	
48.00000000	0.24220877	1064.89771200	0.04749192	507.21491403	
48.10000000	0.24271338	1065.88370100	0.04759086	507.68454442	
48.20000000	0.24321798	1067.25422500	0.04768980	508.33733032	
48.30000000	0.24372258	1068.49657000	0.04778874	508.92906406	
48.40000000	0.24422718	1069.56143700	0.04788768	509.43626435	
48.50000000	0.24473178	1071.17845800	0.04798662	510.20645773	
48.60000000	0.24523638	1072.55884200	0.04808557	510.86393999	
48.70000000	0.24574098	1073.82090700	0.04818451	511.46506644	
48.80000000	0.24624559	1075.12241200	0.04828345	512.08497833	
48.90000000	0.24675019	1076.38447700	0.04838239	512.68610479	
49.00000000	0.24725479	1077.52822400	0.04848133	513.23087592	
49.10000000	0.24775939	1078.62267100	0.04858027	513.75216528	
49.20000000	0.24826399	1080.00305400	0.04867921	514.40964706	
49.30000000	0.24876859	1080.98904300	0.04877816	514.87927745	
49.40000000	0.24927320	1082.21166800	0.04887710	515.46161848	
49.50000000	0.24977780	1083.39485400	0.04897604	516.02517457	
49.60000000	0.25028240	1084.35126300	0.04907498	516.48071588	
49.70000000	0.25078700	1085.55416900	0.04917392	517.05366468	
49.80000000	0.25129160	1086.39225900	0.04927286	517.45285020	
49.90000000	0.25179620	1087.43740700	0.04937180	517.95065825	
50.00000000	0.25230081	1088.43325500	0.04947075	518.42498452	
50.10000000	0.25280541	1089.57700100	0.04956969	518.96975518	
50.20000000	0.25331001	1090.66158800	0.04966863	519.48634818	
50.30000000	0.25381461	1091.63771700	0.04976757	519.95128221	
50.40000000	0.25431921	1092.67300500	0.04986651	520.44439390	
50.50000000	0.25482381	1093.59983400	0.04996545	520.88584615	
50.60000000	0.25532842	1094.48722300	0.05006440	521.30851298	
50.70000000	0.25583302	1095.24643400	0.05016334	521.67012813	
50.80000000	0.25633762	1096.16340300	0.05026228	522.10688402	
50.90000000	0.25684222	1096.90289500	0.05036122	522.45910693	
51.00000000	0.25734682	1097.82972400	0.05046016	522.90055918	
51.10000000	0.25785142	1098.68753400	0.05055910	523.30913741	
51.20000000	0.25835603	1099.47632400	0.05065804	523.68484115	
51.30000000	0.25886063	1100.19609600	0.05075699	524.02767135	
51.40000000	0.25936523	1100.75810900	0.05085593	524.29536032	
51.50000000	0.25986983	1101.57647900	0.05095487	524.68515313	
51.60000000	0.26037443	1102.14835300	0.05105381	524.95753894	
51.70000000	0.26087903	1102.78924500	0.05115275	525.26279829	
51.80000000	0.26138363	1103.56817600	0.05125169	525.63380614	
51.90000000	0.26188824	1103.97243100	0.05135063	525.82635437	
52.00000000	0.26239284	1104.57388400	0.05144958	526.11282877	
52.10000000	0.26289744	1105.11617800	0.05154852	526.37112551	
52.20000000	0.26340204	1105.75707000	0.05164746	526.67638485	
52.30000000	0.26390664	1106.37824300	0.05174640	526.97225196	
52.40000000	0.26441124	1106.61488000	0.05184534	527.08496309	
52.50000000	0.26491585	1107.07829400	0.05194428	527.30568897	
52.60000000	0.26542045	1107.36423100	0.05204323	527.44188188	
52.70000000	0.26592505	1107.88680500	0.05214217	527.69078590	
52.80000000	0.26642965	1108.77419400	0.05224111	528.11345273	
52.90000000	0.26693425	1109.46438600	0.05234005	528.44219386	
53.00000000	0.26743885	1110.02639900	0.05243899	528.70988283	
53.10000000	0.26794346	1110.61799200	0.05253793	528.99166087	
53.20000000	0.26844806	1110.87434900	0.05263687	529.11376471	
53.30000000	0.26895266	1111.30818400	0.05273582	529.32040200	
53.40000000	0.26945726	1111.95893700	0.05283476	529.63035818	
53.50000000	0.26996186	1112.05753500	0.05293370	529.67732079	
53.60000000	0.27046646	1112.45193100	0.05303264	529.86517314	
53.70000000	0.27097107	1112.68856800	0.05313158	529.97788426	
53.80000000	0.27147567	1112.75758700	0.05323052	530.01075828	
53.90000000	0.27198027	1113.11254300	0.05332946	530.17982520	
54.00000000	0.27248487	1113.38862000	0.05342841	530.31132174	
54.10000000	0.27298947	1113.64497700	0.05352735	530.43342558	
54.20000000	0.27349407	1113.72385600	0.05362629	530.47099595	
54.30000000	0.27399867	1113.93091300	0.05372523	530.56961800	
54.40000000	0.27450328	1114.01965200	0.05382417	530.61188473	
54.50000000	0.27500788	1114.00979200	0.05392311	530.60718838	
54.60000000	0.27551248	1114.54222600	0.05402205	530.86078876	
54.70000000	0.27601708	1115.00564000	0.05412100	531.08151465	
54.80000000	0.27652168	1115.30143700	0.05421994	531.22240391	
54.90000000	0.27702628	1115.43947500	0.05431888	531.28815194	
55.00000000	0.27753089	1115.41975600	0.05441782	531.27875970	
55.10000000	0.27803549	1115.40989600	0.05451676	531.27406335	
55.20000000	0.27854009	1115.65639300	0.05461570	531.39147083	
55.30000000	0.27904469	1116.14938700	0.05471465	531.62628578	
55.40000000	0.27954929	1116.24798600	0.05481359	531.67324887	
55.50000000	0.28005389	1116.62266100	0.05491253	531.85170803	
55.60000000	0.28055850	1116.80013900	0.05501147	531.93624149	
55.70000000	0.28106310	1116.72126000	0.05511041	531.89867111	
55.80000000	0.28156770	1116.80999900	0.05520935	531.94093784	
55.90000000	0.28207230	1116.72126000	0.05530829	531.89867111	
56.00000000	0.28257690	1116.75084000	0.05540724	531.91276018	
56.10000000	0.28308150	1116.92831800	0.05550618	531.99729364	
56.20000000	0.28358611	1116.98747700	0.05560512	532.02547130	
56.30000000	0.28409071	1117.09593600	0.05570406	532.07713075	
56.40000000	0.28459531	1117.02691700	0.05580300	532.04425673	
56.50000000	0.28509991	1117.03677600	0.05590194	532.04895261	
56.60000000	0.28560451	1117.30299300	0.05600088	532.17575280	
56.70000000	0.28610911	1117.74668800	0.05609983	532.38708645	
56.80000000	0.28661372	1118.22982200	0.05619877	532.61720505	
56.90000000	0.28711832	1118.62421800	0.05629771	532.80505739	
57.00000000	0.28762292	1118.90029400	0.05639665	532.93655347	
57.10000000	0.28812752	1118.76225600	0.05649559	532.87080543	
57.20000000	0.28863212	1118.75239600	0.05659453	532.86610907	
57.30000000	0.28913672	1119.02847300	0.05669348	532.99760562	
57.40000000	0.28964132	1119.07777200	0.05679242	533.02108693	
57.50000000	0.29014593	1119.40314800	0.05689136	533.17606478	
57.60000000	0.29065053	1119.58062600	0.05699030	533.26059824	
57.70000000	0.29115513	1119.38342900	0.05708924	533.16667254	
57.80000000	0.29165973	1119.50174700	0.05718818	533.22302786	
57.90000000	0.29216433	1119.50174700	0.05728712	533.22302786	
58.00000000	0.29266893	1119.62992600	0.05738607	533.28408002	
58.10000000	0.29317354	1119.95530200	0.05748501	533.43905787	
58.20000000	0.29367814	1119.78768400	0.05758395	533.35922077	
58.30000000	0.29418274	1119.79754400	0.05768289	533.36391712	
58.40000000	0.29468734	1119.91586200	0.05778183	533.42027245	
58.50000000	0.29519194	1119.79754400	0.05788077	533.36391712	
58.60000000	0.29569654	1120.17221900	0.05797971	533.54237628	
58.70000000	0.29620115	1119.97502200	0.05807866	533.44845058	
58.80000000	0.29670575	1119.88628300	0.05817760	533.40618385	
58.90000000	0.29721035	1119.87642300	0.05827654	533.40148750	
59.00000000	0.29771495	1119.69894500	0.05837548	533.31695404	
59.10000000	0.29821955	1120.23137900	0.05847442	533.57055442	
59.20000000	0.29872415	1120.25109800	0.05857336	533.57994665	
59.30000000	0.29922876	1120.28067800	0.05867231	533.59403572	
59.40000000	0.29973336	1120.47787600	0.05877125	533.68796190	
59.50000000	0.30023796	1120.45815600	0.05887019	533.67856918	
59.60000000	0.30074256	1120.57647400	0.05896913	533.73492451	
59.70000000	0.30124716	1120.72437300	0.05906807	533.80536937	
59.80000000	0.30175176	1120.87227100	0.05916701	533.87581377	
59.90000000	0.30225637	1120.91171000	0.05926595	533.89459871	
60.00000000	0.30276097	1121.18778700	0.05936490	534.02609526	
60.10000000	0.30326557	1121.33568500	0.05946384	534.09653965	
60.20000000	0.30377017	1121.25680600	0.05956278	534.05896928	
60.30000000	0.30427477	1121.49344400	0.05966172	534.17168088	
60.40000000	0.30477937	1121.37512500	0.05976066	534.11532508	
60.50000000	0.30528397	1121.51316300	0.05985960	534.18107311	
60.60000000	0.30578858	1121.70050100	0.05995854	534.27030293	
60.70000000	0.30629318	1121.43428400	0.06005749	534.14350274	
60.80000000	0.30679778	1121.56246300	0.06015643	534.20455489	
60.90000000	0.30730238	1121.49344400	0.06025537	534.17168088	
61.00000000	0.30780698	1121.47372400	0.06035431	534.16228816	
61.10000000	0.30831158	1121.87797900	0.06045325	534.35483639	
61.20000000	0.30881619	1121.99629800	0.06055219	534.41119219	
61.30000000	0.30932079	1122.04559700	0.06065113	534.43467349	
61.40000000	0.30982539	1122.09489600	0.06075008	534.45815480	
61.50000000	0.31032999	1121.86811900	0.06084902	534.35014003	
61.60000000	0.31083459	1121.69064100	0.06094796	534.26560657	
61.70000000	0.31133919	1121.45400400	0.06104690	534.15289545	
61.80000000	0.31184380	1121.44414400	0.06114584	534.14819910	
61.90000000	0.31234840	1121.54274300	0.06124478	534.19516218	
62.00000000	0.31285300	1121.47372400	0.06134373	534.16228816	
62.10000000	0.31335760	1122.01601700	0.06144267	534.42058442	
62.20000000	0.31386220	1121.88783900	0.06154161	534.35953275	
62.30000000	0.31436680	1121.79910000	0.06164055	534.31726602	
62.40000000	0.31487141	1121.91741900	0.06173949	534.37362181	
62.50000000	0.31537601	1121.77938000	0.06183843	534.30787330	
62.60000000	0.31588061	1122.12447600	0.06193737	534.47224387	
62.70000000	0.31638521	1122.32167400	0.06203632	534.56617004	
62.80000000	0.31688981	1122.41041300	0.06213526	534.60843677	
62.90000000	0.31739441	1122.53859100	0.06223420	534.66948845	
63.00000000	0.31789902	1122.68648900	0.06233314	534.73993284	
63.10000000	0.31840362	1122.38083300	0.06243208	534.59434770	
63.20000000	0.31890822	1122.38083300	0.06253102	534.59434770	
63.30000000	0.31941282	1122.14419600	0.06262996	534.48163658	
63.40000000	0.31991742	1122.12447600	0.06272891	534.47224387	
63.50000000	0.32042202	1122.35125300	0.06282785	534.58025863	
63.60000000	0.32092662	1122.45971200	0.06292679	534.63191808	
63.70000000	0.32143123	1122.67663000	0.06302573	534.73523696	
63.80000000	0.32193583	1122.69634900	0.06312467	534.74462920	
63.90000000	0.32244043	1122.61747000	0.06322361	534.70705882	
64.00000000	0.32294503	1122.72592900	0.06332256	534.75871827	
64.10000000	0.32344963	1122.81466800	0.06342150	534.80098500	
64.20000000	0.32395423	1122.77522800	0.06352044	534.78219957	
64.30000000	0.32445884	1122.92312700	0.06361938	534.85264444	
64.40000000	0.32496344	1122.79494800	0.06371832	534.79159228	
64.50000000	0.32546804	1122.93298600	0.06381726	534.85734032	
64.60000000	0.32597264	1122.98228600	0.06391620	534.88082210	
64.70000000	0.32647724	1122.92312700	0.06401515	534.85264444	
64.80000000	0.32698184	1122.79494800	0.06411409	534.79159228	
64.90000000	0.32748645	1122.82452800	0.06421303	534.80568135	
65.00000000	0.32799105	1122.61747000	0.06431197	534.70705882	
65.10000000	0.32849565	1122.50901200	0.06441091	534.65539986	
65.20000000	0.32900025	1122.73578900	0.06450985	534.76341462	
65.30000000	0.32950485	1122.57803100	0.06460879	534.68827387	
65.40000000	0.33000945	1122.47943200	0.06470774	534.64131079	
65.50000000	0.33051406	1122.70620900	0.06480668	534.74932555	
65.60000000	0.33101866	1122.73578900	0.06490562	534.76341462	
65.70000000	0.33152326	1122.64705000	0.06500456	534.72114789	
65.80000000	0.33202786	1122.75550900	0.06510350	534.77280734	
65.90000000	0.33253246	1122.52873100	0.06520244	534.66479209	
66.00000000	0.33303706	1122.19349500	0.06530139	534.50511789	
66.10000000	0.33354167	1122.13433600	0.06540033	534.47694022	
66.20000000	0.33404627	1122.11461600	0.06549927	534.46754751	
66.30000000	0.33455087	1122.25265500	0.06559821	534.53329602	
66.40000000	0.33505547	1122.58789100	0.06569715	534.69297023	
66.50000000	0.33556007	1122.51887100	0.06579609	534.66009574	
66.60000000	0.33606467	1122.32167400	0.06589503	534.56617004	
66.70000000	0.33656927	1122.28223400	0.06599398	534.54738462	
66.80000000	0.33707388	1122.17377500	0.06609292	534.49572517	
66.90000000	0.33757848	1122.27237400	0.06619186	534.54268826	
67.00000000	0.33808308	1122.53859100	0.06629080	534.66948845	
67.10000000	0.33858768	1122.41041300	0.06638974	534.60843677	
67.20000000	0.33909228	1122.54845100	0.06648868	534.67418481	
67.30000000	0.33959688	1122.37097300	0.06658762	534.58965135	
67.40000000	0.34010149	1122.69634900	0.06668657	534.74462920	
67.50000000	0.34060609	1122.62733000	0.06678551	534.71175518	
67.60000000	0.34111069	1122.40055300	0.06688445	534.60374041	
67.70000000	0.34161529	1122.44985200	0.06698339	534.62722172	
67.80000000	0.34211989	1122.20335500	0.06708233	534.50981424	
67.90000000	0.34262449	1122.32167400	0.06718127	534.56617004	
68.00000000	0.34312910	1122.49915200	0.06728021	534.65070350	
68.10000000	0.34363370	1122.47943200	0.06737916	534.64131079	
68.20000000	0.34413830	1122.39069300	0.06747810	534.59904406	
68.30000000	0.34464290	1122.30195400	0.06757704	534.55677733	
68.40000000	0.34514750	1122.37097300	0.06767598	534.58965135	
68.50000000	0.34565210	1122.25265500	0.06777492	534.53329602	
68.60000000	0.34615671	1122.06531700	0.06787386	534.44406621	
68.70000000	0.34666131	1121.93713800	0.06797281	534.38301405	
68.80000000	0.34716591	1121.69064100	0.06807175	534.26560657	
68.90000000	0.34767051	1121.86811900	0.06817069	534.35014003	
69.00000000	0.34817511	1121.81882000	0.06826963	534.32665873	
69.10000000	0.34867971	1122.04559700	0.06836857	534.43467349	
69.20000000	0.34918432	1121.93713800	0.06846751	534.38301405	
69.30000000	0.34968892	1121.81882000	0.06856645	534.32665873	
69.40000000	0.35019352	1121.97657800	0.06866540	534.40179948	
69.50000000	0.35069812	1121.86811900	0.06876434	534.35014003	
69.60000000	0.35120272	1121.89769900	0.06886328	534.36422910	
69.70000000	0.35170732	1121.83853900	0.06896222	534.33605096	
69.80000000	0.35221192	1122.00615700	0.06906116	534.41588807	
69.90000000	0.35271653	1121.96671800	0.06916010	534.39710312	
70.00000000	0.35322113	1122.07517700	0.06925904	534.44876256	
70.10000000	0.35372573	1122.12447600	0.06935799	534.47224387	
70.20000000	0.35423033	1121.74980100	0.06945693	534.29378471	
70.30000000	0.35473493	1121.72022100	0.06955587	534.27969564	
70.40000000	0.35523953	1121.82868000	0.06965481	534.33135508	
70.50000000	0.35574414	1121.72022100	0.06975375	534.27969564	
70.60000000	0.35624874	1121.96671800	0.06985269	534.39710312	
70.70000000	0.35675334	1122.12447600	0.06995164	534.47224387	
70.80000000	0.35725794	1122.03573700	0.07005058	534.42997714	
70.90000000	0.35776254	1122.24279500	0.07014952	534.52859967	
71.00000000	0.35826714	1122.35125300	0.07024846	534.58025863	
71.10000000	0.35877175	1122.42027300	0.07034740	534.61313313	
71.20000000	0.35927635	1122.14419600	0.07044634	534.48163658	
71.30000000	0.35978095	1122.24279500	0.07054528	534.52859967	
71.40000000	0.36028555	1122.20335500	0.07064423	534.50981424	
71.50000000	0.36079015	1122.16391600	0.07074317	534.49102929	
71.60000000	0.36129475	1122.19349500	0.07084211	534.50511789	
71.70000000	0.36179936	1121.95685800	0.07094105	534.39240676	
71.80000000	0.36230396	1121.44414400	0.07103999	534.14819910	
71.90000000	0.36280856	1121.58218300	0.07113893	534.21394761	
72.00000000	0.36331316	1121.68078100	0.07123787	534.26091022	
72.10000000	0.36381776	1121.64134200	0.07133682	534.24212527	
72.20000000	0.36432236	1121.81882000	0.07143576	534.32665873	
72.30000000	0.36482697	1121.30610600	0.07153470	534.08245106	
72.40000000	0.36533157	1121.18778700	0.07163364	534.02609526	
72.50000000	0.36583617	1121.22722700	0.07173258	534.04488069	
72.60000000	0.36634077	1121.17792700	0.07183152	534.02139890	
72.70000000	0.36684537	1121.44414400	0.07193046	534.14819910	
72.80000000	0.36734997	1121.50330300	0.07202941	534.17637676	
72.90000000	0.36785457	1121.21736700	0.07212835	534.04018433	
73.00000000	0.36835918	1121.14834800	0.07222729	534.00731031	
73.10000000	0.36886378	1120.72437300	0.07232623	533.80536937	
73.20000000	0.36936838	1120.51731500	0.07242517	533.70674684	
73.30000000	0.36987298	1120.24123800	0.07252411	533.57525030	
73.40000000	0.37037758	1120.18207900	0.07262306	533.54707264	
73.50000000	0.37088218	1120.32997700	0.07272200	533.61751703	
73.60000000	0.37138679	1120.41871600	0.07282094	533.65978376	
73.70000000	0.37189139	1120.78353200	0.07291988	533.83354704	
73.80000000	0.37239599	1120.89199100	0.07301882	533.88520648	
73.90000000	0.37290059	1120.83283100	0.07311776	533.85702834	
74.00000000	0.37340519	1120.64549400	0.07321670	533.76779900	
74.10000000	0.37390979	1120.55675500	0.07331565	533.72553227	
74.20000000	0.37441440	1120.26095800	0.07341459	533.58464301	
74.30000000	0.37491900	1120.36941700	0.07351353	533.63630245	
74.40000000	0.37542360	1120.47787600	0.07361247	533.68796190	
74.50000000	0.37592820	1120.29053800	0.07371141	533.59873208	
74.60000000	0.37643280	1120.59619400	0.07381035	533.74431722	
74.70000000	0.37693740	1120.43843600	0.07390929	533.66917647	
74.80000000	0.37744201	1120.34969700	0.07400824	533.62690974	
74.90000000	0.37794661	1120.58633400	0.07410718	533.73962086	
75.00000000	0.37845121	1120.21165900	0.07420612	533.56116171	
75.10000000	0.37895581	1120.04404100	0.07430506	533.48132460	
75.20000000	0.37946041	1119.94544200	0.07440400	533.43436151	
75.30000000	0.37996501	1119.85670300	0.07450294	533.39209478	
75.40000000	0.38046961	1119.74824400	0.07460189	533.34043534	
75.50000000	0.38097422	1119.78768400	0.07470083	533.35922077	
75.60000000	0.38147882	1119.58062600	0.07479977	533.26059824	
75.70000000	0.38198342	1119.27497000	0.07489871	533.11501310	
75.80000000	0.38248802	1119.36370900	0.07499765	533.15727983	
75.90000000	0.38299262	1119.37356900	0.07509659	533.16197618	
76.00000000	0.38349722	1119.30455000	0.07519553	533.12910217	
76.10000000	0.38400183	1119.36370900	0.07529448	533.15727983	
76.20000000	0.38450643	1119.35384900	0.07539342	533.15258347	
76.30000000	0.38501103	1119.36370900	0.07549236	533.15727983	
76.40000000	0.38551563	1119.42286800	0.07559130	533.18545749	
76.50000000	0.38602023	1119.40314800	0.07569024	533.17606478	
76.60000000	0.38652483	1119.18623100	0.07578918	533.07274637	
76.70000000	0.38702944	1119.00875300	0.07588812	532.98821291	
76.80000000	0.38753404	1119.03833300	0.07598707	533.00230198	
76.90000000	0.38803864	1119.05805200	0.07608601	533.01169421	
77.00000000	0.38854324	1118.90029400	0.07618495	532.93655347	
77.10000000	0.38904784	1118.80169500	0.07628389	532.88959038	
77.20000000	0.38955244	1118.56505800	0.07638283	532.77687926	
77.30000000	0.39005705	1118.14108300	0.07648177	532.57493832	
77.40000000	0.39056165	1118.06220400	0.07658072	532.53736794	
77.50000000	0.39106625	1117.69738900	0.07667966	532.36360514	
77.60000000	0.39157085	1117.47061100	0.07677860	532.25558990	
77.70000000	0.39207545	1117.24383400	0.07687754	532.14757514	
77.80000000	0.39258005	1117.15509500	0.07697648	532.10530841	
77.90000000	0.39308466	1117.17481500	0.07707542	532.11470112	
78.00000000	0.39358926	1117.23397400	0.07717436	532.14287878	
78.10000000	0.39409386	1117.21425400	0.07727331	532.13348607	
78.20000000	0.39459846	1117.34243300	0.07737225	532.19453822	
78.30000000	0.39510306	1117.11565500	0.07747119	532.08652298	
78.40000000	0.39560766	1117.02691700	0.07757013	532.04425673	
78.50000000	0.39611226	1117.02691700	0.07766907	532.04425673	
78.60000000	0.39661687	1116.84943900	0.07776801	531.95972327	
78.70000000	0.39712147	1117.02691700	0.07786695	532.04425673	
78.80000000	0.39762607	1116.79027900	0.07796590	531.93154513	
78.90000000	0.39813067	1116.64238100	0.07806484	531.86110074	
79.00000000	0.39863527	1116.48462300	0.07816378	531.78595999	
79.10000000	0.39913987	1116.21840600	0.07826272	531.65915980	
79.20000000	0.39964448	1116.33672500	0.07836166	531.71551560	
79.30000000	0.40014908	1116.30714500	0.07846060	531.70142653	
79.40000000	0.40065368	1116.04092800	0.07855954	531.57462634	
79.50000000	0.40115828	1115.78457100	0.07865849	531.45252251	
79.60000000	0.40166288	1115.63667300	0.07875743	531.38207811	
79.70000000	0.40216748	1115.24227800	0.07885637	531.19422624	
79.80000000	0.40267209	1115.05494000	0.07895531	531.10499643	
79.90000000	0.40317669	1115.13381900	0.07905425	531.14256680	
80.00000000	0.40368129	1114.88732200	0.07915319	531.02515932	
80.10000000	0.40418589	1114.90704200	0.07925214	531.03455204	
80.20000000	0.40469049	1115.04508000	0.07935108	531.10030007	
80.30000000	0.40519509	1114.88732200	0.07945002	531.02515932	
80.40000000	0.40569970	1114.63096500	0.07954896	530.90305549	
80.50000000	0.40620430	1114.56194600	0.07964790	530.87018147	
80.60000000	0.40670890	1114.17741000	0.07974684	530.68702548	
80.70000000	0.40721350	1113.98021300	0.07984578	530.59309979	
80.80000000	0.40771810	1114.01965200	0.07994473	530.61188473	
80.90000000	0.40822270	1114.02951200	0.08004367	530.61658109	
81.00000000	0.40872731	1114.25628900	0.08014261	530.72459586	
81.10000000	0.40923191	1114.22671000	0.08024155	530.71050726	
81.20000000	0.40973651	1114.16755000	0.08034049	530.68232913	
81.30000000	0.41024111	1114.21685000	0.08043943	530.70581091	
81.40000000	0.41074571	1114.11825100	0.08053837	530.65884782	
81.50000000	0.41125031	1114.25628900	0.08063732	530.72459586	
81.60000000	0.41175491	1114.21685000	0.08073626	530.70581091	
81.70000000	0.41225952	1114.17741000	0.08083520	530.68702548	
81.80000000	0.41276412	1114.16755000	0.08093414	530.68232913	
81.90000000	0.41326872	1114.05909200	0.08103308	530.63067016	
82.00000000	0.41377332	1114.03937200	0.08113202	530.62127745	
82.10000000	0.41427792	1114.01965200	0.08123097	530.61188473	
82.20000000	0.41478252	1113.89147400	0.08132991	530.55083306	
82.30000000	0.41528713	1113.69427600	0.08142885	530.45690688	
82.40000000	0.41579173	1113.54637800	0.08152779	530.38646249	
82.50000000	0.41629633	1113.17170200	0.08162673	530.20800286	
82.60000000	0.41680093	1113.14212300	0.08172567	530.19391427	
82.70000000	0.41730553	1113.06324300	0.08182461	530.15634342	
82.80000000	0.41781013	1113.06324300	0.08192356	530.15634342	
82.90000000	0.41831474	1113.02380400	0.08202250	530.13755847	
83.00000000	0.41881934	1113.05338400	0.08212144	530.15164754	
83.10000000	0.41932394	1113.01394400	0.08222038	530.13286211	
83.20000000	0.41982854	1113.05338400	0.08231932	530.15164754	
83.30000000	0.42033314	1113.03366400	0.08241826	530.14225482	
83.40000000	0.42083774	1112.88576600	0.08251720	530.07181043	
83.50000000	0.42134235	1112.52095000	0.08261615	529.89804715	
83.60000000	0.42184695	1112.08711500	0.08271509	529.69140986	
83.70000000	0.42235155	1111.88991700	0.08281403	529.59748369	
83.80000000	0.42285615	1111.36734400	0.08291297	529.34858014	
83.90000000	0.42336075	1111.29832400	0.08301191	529.31570564	
84.00000000	0.42386535	1111.42650300	0.08311085	529.37675780	
84.10000000	0.42436996	1111.27860500	0.08320980	529.30631341	
84.20000000	0.42487456	1111.56454100	0.08330874	529.44250583	
84.30000000	0.42537916	1112.03781600	0.08340768	529.66792855	
84.40000000	0.42588376	1111.73215900	0.08350662	529.52234294	
84.50000000	0.42638836	1111.67300000	0.08360556	529.49416528	
84.60000000	0.42689296	1111.44622300	0.08370450	529.38615051	
84.70000000	0.42739756	1111.10112700	0.08380344	529.22177995	
84.80000000	0.42790217	1111.13070600	0.08390239	529.23586854	
84.90000000	0.42840677	1111.41664300	0.08400133	529.37206144	
85.00000000	0.42891137	1111.49552200	0.08410027	529.40963182	
85.10000000	0.42941597	1111.27860500	0.08419921	529.30631341	
85.20000000	0.42992057	1111.39692300	0.08429815	529.36266873	
85.30000000	0.43042517	1111.07154700	0.08439709	529.20769088	
85.40000000	0.43092978	1111.04196700	0.08449603	529.19360181	
85.50000000	0.43143438	1111.17014600	0.08459498	529.25465397	
85.60000000	0.43193898	1110.85463000	0.08469392	529.10437247	
85.70000000	0.43244358	1110.84477000	0.08479286	529.09967611	
85.80000000	0.43294818	1110.79547000	0.08489180	529.07619433	
85.90000000	0.43345278	1110.66729200	0.08499074	529.01514265	
86.00000000	0.43395739	1110.81519000	0.08508968	529.08558704	
86.10000000	0.43446199	1110.88420900	0.08518862	529.11846106	
86.20000000	0.43496659	1110.44051500	0.08528757	528.90712789	
